Id	Score_Difference	Len_cluster_v1	Len_cluster_v2	Len_rank_v1	Len_rank_v2	Len_rank_dif	Merge_v1	Merge_v2	Merge_dif	Dup_v1	Dup_v2	Dup_dif	MA_gaps_v1	MA_gaps_v2	MA_gaps_dif	MA_extra_v1	MA_extra_v2	MA_extra_dif	MA_conserv_v1	MA_conserv_v2	MA_conserv_dif
LH14893-PA	-38	no	no	0.33	0.06	-0.27	0.0	0.0	0.0	1.0	0.0	-1.0	0.35	0.32	-0.03	0.0	0.1	0.1	1.0	1.0	0.0
LH14919-PA	13	no	no	0.01	1.0	0.99	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.04	0.0	-0.04	0.99	0.99	0.0
LH15715-PA	50	no	no	0.0	0.14	0.14	0.47	0.0	-0.47	1.0	1.0	0.0	0.29	0.04	-0.25	0.0	0.05	0.05	0.64	1.0	0.36
LH15716-PA	12	yes	no	0.1	0.14	0.04	0.0	0.0	0.0	1.0	1.0	0.0	0.36	0.04	-0.32	0.03	0.05	0.02	1.0	1.0	0.0
LH21838-PA	13	no	no	0.0	0.45	0.45	-0.37	0.0	0.37	1.0	0.06	-0.94	0.45	0.0	-0.45	0.0	0.23	0.22	0.41	1.0	0.59
LH13242-PA	38	no	no	0.16	0.3	0.14	1.12	0.04	-1.08	1.0	1.0	0.0	0.17	0.04	-0.13	0.01	0.02	0.0	0.93	1.0	0.07
LH13244-PA	38	no	no	0.01	0.3	0.29	0.0	0.04	0.04	1.0	1.0	0.0	0.8	0.04	-0.75	0.02	0.02	0.0	0.97	1.0	0.03
LH13486-PA	50	no	yes	0.11	0.28	0.17	0.09	0.0	-0.08	1.0	1.0	0.0	0.24	0.07	-0.17	0.04	0.05	0.01	0.97	0.97	0.0
LH13513-PA	-25	yes	no	0.23	0.15	-0.08	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.98	0.98	0.0
LH13533-PA	-25	no	no	0.14	0.04	-0.1	-0.07	0.0	0.07	1.0	1.0	0.0	0.12	0.49	0.37	0.03	0.03	0.0	0.99	0.55	-0.44
LH13589-PA	38	no	no	0.01	0.33	0.32	0.0	-0.96	-0.96	0.13	1.0	0.88	0.45	0.01	-0.44	0.0	0.0	0.0	0.69	0.99	0.31
LH13590-PA	38	no	no	0.05	0.33	0.28	0.0	-0.96	-0.96	1.0	1.0	0.0	0.74	0.01	-0.73	0.0	0.0	0.0	1.0	0.99	-0.01
LH13591-PA	63	no	no	0.01	0.33	0.32	0.0	-0.96	-0.96	0.02	1.0	0.98	0.5	0.01	-0.49	0.0	0.0	0.0	0.99	0.99	0.0
LH13592-PA	63	no	no	0.13	0.33	0.2	0.0	-0.96	-0.96	0.0	1.0	1.0	0.25	0.01	-0.24	0.01	0.0	-0.01	0.95	0.99	0.04
LH13593-PA	38	no	no	0.01	0.33	0.32	0.0	-0.96	-0.96	1.0	1.0	0.0	0.29	0.01	-0.28	0.0	0.0	0.0	0.83	0.99	0.17
LH13811-PA	-63	yes	no	0.11	0.14	0.03	-0.2	0.55	0.76	1.0	1.0	0.0	0.14	0.02	-0.12	0.0	0.39	0.39	0.97	1.0	0.03
LH13815-PA	-75	yes	no	0.42	0.14	-0.28	0.0	0.55	0.55	1.0	1.0	0.0	0.15	0.02	-0.14	0.03	0.39	0.36	1.0	1.0	0.0
LH13819-PA	-25	no	no	0.11	0.14	0.03	0.0	0.55	0.55	1.0	1.0	0.0	0.28	0.02	-0.26	0.06	0.39	0.33	1.0	1.0	0.0
LH13855-PA	63	no	yes	0.1	0.1	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.01	0.02	0.01	0.32	0.0	-0.32	0.94	0.92	-0.02
LH13858-PA	25	no	no	0.01	0.05	0.04	-0.06	-0.01	0.05	1.0	1.0	0.0	0.18	0.04	-0.14	0.0	0.0	0.0	0.56	0.85	0.29
LH13858-PB	25	no	no	0.0	0.05	0.05	0.0	-0.01	-0.01	1.0	1.0	0.0	0.3	0.04	-0.26	0.0	0.0	0.0	0.46	0.85	0.39
LH13861-PA	25	no	no	0.01	0.01	0.0	0.0	0.0	-0.0	1.0	1.0	0.0	0.27	0.09	-0.18	0.0	0.0	0.0	0.48	0.85	0.37
LH21112-PA	-12	no	yes	0.14	0.2	0.06	-1.63	0.0	1.63	1.0	1.0	0.0	0.17	0.27	0.1	0.01	0.01	-0.0	0.96	0.66	-0.31
LH21128-PA	-13	yes	no	0.11	0.18	0.07	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.01	0.0	-0.01	0.98	0.98	0.0
LH21309-PA	-25	yes	no	0.3	0.14	-0.16	-0.04	-1.23	-1.2	0.5	0.0	-0.5	0.49	0.07	-0.42	0.0	0.19	0.19	0.97	1.0	0.03
LH21311-PA	0	yes	yes	0.35	0.41	0.06	0.03	-0.01	-0.03	1.0	0.03	-0.97	0.22	0.19	-0.04	0.02	0.19	0.16	0.89	0.89	0.0
LH21317-PA	25	yes	no	0.09	0.25	0.16	-0.01	0.0	0.01	1.0	1.0	0.0	0.23	0.05	-0.18	0.01	0.0	-0.0	0.67	0.95	0.28
LH21342-PA	-12	yes	yes	0.23	0.19	-0.04	-0.34	-0.36	-0.02	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.99	0.99	0.0
LH21350-PA	38	no	yes	0.08	0.14	0.06	0.0	0.0	0.0	1.0	1.0	0.0	0.23	0.02	-0.21	0.0	0.0	0.0	0.96	0.96	0.0
LH21351-PA	38	no	yes	0.02	0.14	0.12	0.04	0.0	-0.04	1.0	1.0	0.0	0.67	0.02	-0.66	0.0	0.0	0.0	0.93	0.96	0.03
LH21400-PA	0	no	no	0.02	0.03	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.01	0.01	0.0	0.13	0.11	-0.02	0.98	0.98	0.0
LH17448-PA	50	no	yes	0.01	0.33	0.32	-0.01	0.0	0.01	1.0	1.0	0.0	0.56	0.07	-0.5	0.01	0.02	0.01	0.44	0.94	0.5
LH17449-PA	50	no	yes	0.11	0.33	0.22	0.0	0.0	0.0	1.0	1.0	0.0	0.27	0.07	-0.2	0.01	0.02	0.01	0.85	0.94	0.09
LH17450-PA	0	no	no	0.02	0.05	0.03	-0.64	0.19	0.83	1.0	1.0	0.0	0.55	0.46	-0.09	0.0	0.0	0.0	0.53	0.94	0.41
LH17585-PA	25	no	yes	0.0	0.5	0.5	0.0	0.0	0.0	1.0	1.0	0.0	-	-	-	-	-	-
LH18343-PA	12	yes	no	0.07	0.06	-0.01	-0.57	0.0	0.57	1.0	0.5	-0.5	0.5	0.04	-0.46	0.0	0.02	0.02	0.62	1.0	0.38
LH18343-PB	25	no	no	0.0	0.06	0.06	0.23	0.0	-0.23	1.0	0.5	-0.5	-	-	-	-	-	-
LH11698-PA	12	yes	yes	0.16	0.25	0.09	-0.01	-0.01	0.0	1.0	1.0	0.0	0.08	0.01	-0.07	0.02	0.02	0.0	0.85	0.96	0.11
LH19056-PA	25	no	yes	0.03	0.42	0.39	-0.09	-0.2	-0.11	1.0	0.0	-1.0	0.39	0.16	-0.23	0.0	0.2	0.2	0.94	1.0	0.06
LH19058-PA	37	no	yes	0.2	0.42	0.22	-0.56	-0.2	0.36	0.0	0.0	0.0	0.06	0.16	0.11	0.4	0.2	-0.21	1.0	1.0	0.0
LH10966-PA	-25	no	no	0.04	0.04	0.0	0.0	0.0	0.0	1.0	0.01	-0.99	0.06	0.03	-0.03	0.29	0.31	0.02	0.98	0.98	0.0
LH10973-PA	-38	yes	no	0.19	0.04	-0.15	0.01	0.0	-0.01	1.0	0.01	-0.99	0.27	0.03	-0.24	0.0	0.31	0.31	0.96	0.98	0.02
LH10984-PA	13	yes	no	0.21	0.25	0.04	0.0	0.01	0.01	0.0	1.0	1.0	0.12	0.01	-0.11	0.13	0.01	-0.12	1.0	1.0	0.0
LH10985-PA	38	no	no	0.03	0.25	0.22	0.0	0.01	0.01	1.0	1.0	0.0	0.43	0.01	-0.42	0.0	0.01	0.01	0.26	1.0	0.74
LH19228-PA	-12	yes	no	0.34	0.35	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.99	0.99	0.0
LH19230-PA	0	no	no	0.04	0.1	0.06	0.0	0.0	0.0	1.0	1.0	0.0	0.13	0.1	-0.03	0.0	0.0	0.0	0.99	1.0	0.01
LH19231-PA	25	no	no	0.0	0.03	0.03	0.0	0.0	0.0	1.0	1.0	0.0	-	-	-	-	-	-
LH22556-PA	0	no	no	0.02	0.0	-0.02	1.27	0.0	-1.27	1.0	1.0	0.0	0.69	0.33	-0.36	0.06	0.0	-0.06	0.68	1.0	0.32
LH22659-PA	25	no	no	0.09	0.13	0.04	0.0	-0.35	-0.35	1.0	1.0	0.0	0.61	0.0	-0.6	0.0	0.0	-0.0	1.0	0.98	-0.02
LH22671-PA	-25	yes	no	0.39	0.13	-0.26	0.06	-0.35	-0.41	1.0	1.0	0.0	0.1	0.0	-0.09	0.0	0.0	0.0	0.98	0.98	0.0
LH17405-PA	-12	yes	no	0.5	0.37	-0.13	0.0	-0.02	-0.02	1.0	1.0	0.0	0.1	0.07	-0.03	0.07	0.0	-0.07	0.5	0.5	0.0
LH17417-PA	13	no	yes	0.01	0.14	0.13	0.0	0.0	0.0	1.0	1.0	0.0	0.68	0.52	-0.16	0.0	0.04	0.03	1.0	0.97	-0.03
LH17423-PA	13	no	yes	0.09	0.14	0.05	0.0	0.0	0.0	1.0	1.0	0.0	0.62	0.52	-0.1	0.0	0.04	0.04	0.94	0.97	0.04
LH17428-PA	-12	yes	yes	0.4	0.17	-0.23	-0.84	-0.97	-0.13	1.0	1.0	0.0	0.06	0.0	-0.06	0.02	0.03	0.01	0.88	0.92	0.05
LH22995-PA	12	no	yes	0.47	0.47	0.0	0.0	0.04	0.04	1.0	1.0	0.0	0.13	0.02	-0.11	0.02	0.12	0.11	0.99	0.99	0.0
LH19892-PA	25	no	no	0.01	0.08	0.07	0.0	0.0	-0.0	1.0	1.0	0.0	0.04	0.04	0.01	0.22	0.16	-0.05	0.9	0.9	0.0
LH10335-PA	-12	no	no	0.11	0.29	0.18	-0.02	0.58	0.59	1.0	1.0	0.0	0.57	0.52	-0.06	0.02	0.14	0.12	1.0	1.0	0.0
LH11401-PA	25	no	yes	0.05	0.28	0.23	0.0	0.0	0.0	1.0	1.0	0.0	0.01	0.0	-0.01	0.0	0.0	0.0	0.99	1.0	0.01
LH23291-PA	25	no	no	0.04	0.19	0.15	0.0	0.0	0.0	1.0	1.0	0.0	0.54	0.06	-0.48	0.0	0.02	0.02	0.48	0.89	0.41
LH23378-PA	-25	yes	no	0.22	0.12	-0.1	0.0	-0.26	-0.26	1.0	1.0	0.0	0.02	0.01	-0.01	0.01	0.07	0.06	1.0	1.0	0.0
LH23421-PA	25	no	no	0.05	0.05	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.2	0.14	-0.06	0.05	0.0	-0.05	0.98	0.98	0.0
LH23424-PA	25	no	no	0.05	0.05	0.0	0.01	0.0	-0.01	1.0	1.0	0.0	0.71	0.14	-0.57	0.05	0.0	-0.05	0.98	0.98	-0.01
LH23439-PA	-13	yes	no	0.1	0.1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.99	0.99	0.0
LH11980-PA	25	no	no	0.06	0.03	-0.03	0.0	0.0	0.0	1.0	1.0	0.0	0.31	0.0	-0.31	0.0	0.04	0.04	0.65	0.96	0.31
LH12107-PA	-25	no	no	0.05	0.18	0.13	-0.01	-0.05	-0.03	1.0	1.0	0.0	0.06	0.5	0.45	0.07	0.01	-0.05	1.0	1.0	0.0
LH15287-PA	-12	yes	no	0.49	0.3	-0.19	0.0	-0.13	-0.13	1.0	1.0	0.0	0.01	0.01	0.0	0.0	0.02	0.02	0.99	0.99	0.0
LH15330-PA	13	yes	no	0.2	0.45	0.25	0.04	0.0	-0.04	1.0	1.0	0.0	0.33	0.04	-0.29	0.11	0.03	-0.08	0.7	0.95	0.24
LH12404-PA	-38	no	no	0.31	0.01	-0.3	0.0	0.39	0.39	1.0	1.0	0.0	0.1	0.22	0.12	0.0	0.0	0.0	0.89	0.88	-0.0
LH16485-PA	50	no	yes	0.05	0.45	0.4	0.2	0.0	-0.2	1.0	1.0	0.0	0.45	0.11	-0.33	0.05	0.15	0.1	0.88	0.94	0.06
LH23011-PA	50	no	yes	0.0	0.25	0.25	0.0	-0.04	-0.04	1.0	1.0	0.0	0.4	0.02	-0.38	0.0	0.0	0.0	0.81	1.0	0.19
LH23014-PA	25	no	no	0.0	0.01	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.69	0.01	-0.68	0.0	0.08	0.08	0.61	0.96	0.35
LH23015-PA	25	no	no	0.0	0.01	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.61	0.01	-0.59	0.0	0.08	0.08	0.09	0.96	0.87
LH23016-PA	25	no	no	0.0	0.01	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.55	0.01	-0.54	0.0	0.08	0.08	0.79	0.96	0.17
LH23016-PB	25	no	no	0.0	0.01	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.76	0.01	-0.75	0.0	0.08	0.08	0.62	0.96	0.35
LH23046-PA	75	no	yes	0.03	0.33	0.3	0.0	0.0	0.0	0.0	1.0	1.0	0.05	0.01	-0.04	0.39	0.02	-0.38	0.95	0.92	-0.03
LH10599-PA	-12	yes	no	0.46	0.43	-0.03	-0.27	-0.27	0.0	1.0	1.0	0.0	0.3	0.3	0.0	0.02	0.02	0.0	1.0	1.0	0.0
LH20510-PA	12	yes	yes	0.12	0.25	0.13	-2.43	-3.16	-0.73	1.0	1.0	0.0	0.07	0.01	-0.06	0.0	0.0	0.0	0.98	0.98	0.0
LH15010-PA	-12	no	yes	0.04	0.17	0.13	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.22	0.2	0.15	0.0	-0.15	0.99	0.99	-0.01
LH15011-PA	13	no	yes	0.01	0.17	0.16	0.0	0.0	0.0	1.0	1.0	0.0	0.67	0.22	-0.45	0.0	0.0	0.0	0.89	0.99	0.1
LH15036-PA	25	no	yes	0.06	0.33	0.27	0.0	0.0	0.0	0.13	1.0	0.88	0.01	0.0	-0.01	0.02	0.0	-0.02	0.97	1.0	0.03
LH13097-PA	25	no	no	0.04	0.03	-0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.6	0.12	-0.49	0.01	0.01	0.0	0.97	0.92	-0.06
LH13099-PA	25	no	no	0.01	0.03	0.02	0.0	0.0	0.0	1.0	1.0	0.0	0.41	0.12	-0.29	0.0	0.01	0.01	0.9	0.92	0.02
LH20734-PA	13	no	no	0.19	0.21	0.02	0.0	0.0	0.0	1.0	1.0	0.0	0.34	0.43	0.09	0.0	0.0	0.0	0.98	0.85	-0.13
LH20735-PA	13	no	yes	0.0	0.11	0.11	-0.0	0.01	0.01	1.0	1.0	0.0	0.0	0.0	0.0	0.16	0.0	-0.16	0.98	0.99	0.01
LH20739-PA	50	no	yes	0.0	0.21	0.21	0.0	0.0	0.0	1.0	1.0	0.0	0.89	0.12	-0.77	0.0	0.01	0.01	0.91	0.99	0.08
LH20802-PA	-12	no	yes	0.02	0.16	0.14	-1.29	-0.02	1.26	1.0	1.0	0.0	0.04	0.22	0.19	0.2	0.0	-0.2	1.0	1.0	0.0
LH17476-PA	25	no	no	0.07	0.14	0.07	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.01	0.01	0.33	0.08	-0.25	1.0	1.0	0.0
LH17483-PA	50	no	yes	0.06	0.29	0.23	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.0	-0.02	0.3	0.0	-0.3	0.98	0.99	0.01
LH12925-PA	25	no	yes	0.04	0.43	0.39	0.42	0.43	0.0	1.0	1.0	0.0	0.04	0.06	0.02	0.1	0.05	-0.05	0.99	0.96	-0.03
LH16528-PA	0	no	no	0.0	0.01	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.66	0.42	-0.24	0.0	0.0	0.0	0.33	0.5	0.17
LH11301-PA	-12	yes	no	0.5	0.4	-0.1	0.0	0.0	0.0	1.0	1.0	0.0	0.04	0.12	0.07	0.0	0.0	0.0	0.94	0.89	-0.05
LH10840-PA	0	no	no	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.68	0.78	0.11	0.0	0.0	0.0	0.58	0.68	0.1
LH10841-PA	50	no	yes	0.04	0.32	0.28	0.0	-0.04	-0.04	1.0	1.0	0.0	0.41	0.0	-0.41	0.0	0.0	0.0	0.8	0.99	0.18
LH14562-PA	50	no	yes	0.04	0.32	0.28	0.0	-0.04	-0.04	1.0	1.0	0.0	0.22	0.0	-0.22	0.0	0.0	0.0	0.84	0.99	0.15
LH14654-PA	-25	no	no	0.04	0.13	0.09	0.0	0.0	0.0	1.0	1.0	0.0	0.1	0.33	0.23	0.02	0.0	-0.02	0.91	0.93	0.02
LH22505-PA	-13	yes	no	0.03	0.04	0.01	-0.07	0.0	0.07	1.0	1.0	0.0	0.38	0.83	0.44	0.0	0.0	0.0	0.6	0.97	0.37
LH22516-PA	-12	yes	no	0.48	0.31	-0.17	0.0	0.0	0.0	1.0	1.0	0.0	0.03	0.0	-0.03	0.08	0.0	-0.08	1.0	1.0	0.0
LH18592-PA	-12	yes	no	0.46	0.22	-0.24	0.0	0.0	0.0	1.0	1.0	0.0	0.08	0.02	-0.06	0.0	0.0	0.0	0.91	1.0	0.08
LH17785-PA	25	no	no	0.05	0.16	0.11	0.0	-0.39	-0.39	1.0	1.0	0.0	0.25	0.06	-0.2	0.04	0.03	-0.01	0.86	0.93	0.08
LH17786-PA	25	no	no	0.03	0.16	0.13	-0.05	-0.39	-0.34	1.0	1.0	0.0	0.74	0.06	-0.68	0.0	0.03	0.03	0.08	0.93	0.85
LH17895-PA	12	no	yes	0.23	0.4	0.17	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.0	-0.02	0.02	0.0	-0.02	1.0	1.0	0.0
LH15843-PA	-12	yes	yes	0.36	0.18	-0.18	0.0	0.0	0.0	1.0	1.0	0.0	0.01	0.03	0.01	0.01	0.0	-0.01	1.0	1.0	0.0
LH24304-PA	50	no	yes	0.0	0.41	0.41	2.76	-0.34	-3.1	1.0	1.0	0.0	-	-	-	-	-	-
LH24311-PA	25	yes	yes	0.22	0.42	0.2	0.0	0.0	0.0	1.0	1.0	0.0	0.24	0.07	-0.17	0.01	0.15	0.14	1.0	1.0	0.0
LH17349-PA	25	no	no	0.0	0.11	0.11	0.0	-0.02	-0.03	1.0	1.0	0.0	0.26	0.06	-0.21	0.0	0.02	0.02	0.85	0.91	0.06
LH17350-PA	25	no	no	0.02	0.11	0.09	0.0	-0.02	-0.02	0.06	1.0	0.94	0.43	0.06	-0.37	0.05	0.02	-0.04	0.97	0.91	-0.06
LH15943-PA	-25	no	no	0.09	0.06	-0.03	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.21	0.18	0.11	0.04	-0.06	0.98	0.86	-0.12
LH13466-PA	25	no	yes	0.07	0.21	0.14	0.04	0.02	-0.02	1.0	1.0	0.0	0.14	0.08	-0.07	0.0	0.02	0.02	0.93	0.93	0.0
LH18776-PA	13	no	no	0.09	0.29	0.2	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.1	0.0	-0.1	1.0	1.0	0.0
LH18893-PA	13	no	no	0.02	0.37	0.35	0.0	-0.05	-0.05	1.0	1.0	0.0	0.54	0.33	-0.21	0.0	0.01	0.01	0.3	0.97	0.67
LH18897-PA	13	no	no	0.01	0.37	0.36	0.0	-0.05	-0.05	1.0	1.0	0.0	0.46	0.33	-0.12	0.0	0.01	0.01	0.67	0.97	0.3
LH18899-PA	38	no	yes	0.0	0.1	0.1	0.0	0.0	0.0	1.0	1.0	0.0	0.7	0.15	-0.54	0.0	0.0	0.0	0.16	0.98	0.82
LH18901-PA	38	no	yes	0.02	0.1	0.08	0.0	0.0	0.0	1.0	1.0	0.0	0.53	0.15	-0.38	0.0	0.0	0.0	1.0	0.98	-0.02
LH18902-PA	38	no	yes	0.04	0.1	0.06	0.0	0.0	0.0	1.0	1.0	0.0	0.33	0.15	-0.18	0.02	0.0	-0.02	0.98	0.98	-0.01
LH21602-PA	75	no	yes	0.01	0.34	0.33	0.0	-0.2	-0.2	0.0	1.0	1.0	0.0	0.0	0.0	0.36	0.0	-0.36	0.99	1.0	0.0
LH24891-PA	-50	yes	no	0.35	0.08	-0.27	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.21	0.21	1.0	1.0	0.0
LH24894-PA	13	no	yes	0.14	0.11	-0.03	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.03	0.03	0.0	0.0	-0.0	0.95	0.95	0.0
LH19445-PA	25	no	no	0.09	0.01	-0.08	0.07	0.05	-0.02	1.0	1.0	0.0	0.35	0.01	-0.34	0.01	0.03	0.02	1.0	1.0	0.0
LH19448-PA	25	no	no	0.05	0.01	-0.04	0.0	0.05	0.05	1.0	1.0	0.0	0.41	0.01	-0.4	0.01	0.03	0.01	1.0	1.0	0.0
LH19510-PA	25	no	no	0.01	0.07	0.06	0.0	0.0	0.0	1.0	0.25	-0.75	0.63	0.01	-0.62	0.0	0.0	0.0	0.42	1.0	0.58
LH19513-PA	25	no	no	0.01	0.07	0.06	0.0	0.0	0.0	1.0	0.25	-0.75	0.68	0.01	-0.66	0.0	0.0	0.0	1.0	1.0	0.0
LH24035-PA	13	no	yes	0.13	0.13	0.0	-0.42	-0.44	-0.02	1.0	1.0	0.0	0.4	0.4	-0.0	0.01	0.01	0.0	0.94	0.97	0.04
LH11633-PA	-12	yes	yes	0.42	0.12	-0.3	1.15	1.1	-0.06	1.0	1.0	0.0	0.04	0.02	-0.02	0.01	0.02	0.01	0.95	0.95	0.0
LH19980-PA	25	no	yes	0.05	0.3	0.25	0.0	0.0	0.0	1.0	1.0	0.0	0.08	0.0	-0.08	0.02	0.0	-0.02	0.89	0.99	0.09
LH21656-PA	38	no	no	0.03	0.38	0.35	0.0	0.0	0.0	1.0	1.0	0.0	0.3	0.0	-0.3	0.0	0.0	0.0	0.75	0.9	0.15
LH14018-PA	-25	no	no	0.03	0.11	0.08	0.0	0.0	0.0	1.0	1.0	0.0	0.03	0.08	0.05	0.0	0.03	0.03	0.81	0.63	-0.18
LH14129-PA	25	no	yes	0.04	0.28	0.24	2.02	-0.03	-2.06	1.0	1.0	0.0	0.16	0.01	-0.15	0.03	0.02	-0.01	0.97	0.97	0.0
LH14130-PA	50	no	yes	0.02	0.28	0.26	0.0	-0.03	-0.03	1.0	1.0	0.0	0.79	0.01	-0.78	0.01	0.02	0.01	0.95	0.97	0.03
LH14133-PA	50	no	yes	0.03	0.28	0.25	0.0	-0.03	-0.03	1.0	1.0	0.0	0.6	0.01	-0.59	0.04	0.02	-0.02	0.98	0.97	-0.01
