Id	Score_Difference	Len_cluster_v1	Len_cluster_v2	Len_rank_v1	Len_rank_v2	Len_rank_dif	Merge_v1	Merge_v2	Merge_dif	Dup_v1	Dup_v2	Dup_dif	MA_gaps_v1	MA_gaps_v2	MA_gaps_dif	MA_extra_v1	MA_extra_v2	MA_extra_dif	MA_conserv_v1	MA_conserv_v2	MA_conserv_dif
GB10169-PA	50	no	yes	0.0	0.31	0.31	0.0	0.02	0.02	1.0	1.0	0.0	0.13	0.0	-0.13	0.0	0.0	0.0	0.56	1.0	0.44
GB10172-PA	12	no	yes	0.33	0.35	0.02	-0.0	0.0	0.01	1.0	1.0	0.0	0.11	0.07	-0.04	0.0	0.0	0.0	0.98	1.0	0.02
GB10180-PA	38	no	no	0.14	0.21	0.07	0.0	0.0	0.0	1.0	1.0	0.0	0.32	0.06	-0.26	0.03	0.03	0.01	1.0	1.0	0.0
GB10183-PA	25	no	no	0.06	0.1	0.04	0.0	0.0	0.0	1.0	1.0	0.0	0.12	0.02	-0.1	0.0	0.02	0.02	0.5	1.0	0.5
GB10187-PA	50	no	yes	0.0	0.47	0.47	0.0	0.0	0.0	1.0	0.5	-0.5	0.38	0.05	-0.34	0.01	0.0	-0.01	0.44	1.0	0.56
GB10191-PA	-13	no	no	0.25	0.16	-0.09	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	1.0	1.0	0.0
GB10195-PA	-13	no	no	0.31	0.17	-0.14	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.06	0.0	-0.06	1.0	1.0	0.0
GB10200-PA	25	no	no	0.05	0.19	0.14	0.0	0.0	0.0	1.0	1.0	0.0	0.47	0.15	-0.33	0.0	0.0	0.0	0.91	1.0	0.09
GB10201-PA	50	no	yes	0.02	0.42	0.4	0.0	0.0	0.0	1.0	1.0	0.0	0.5	0.08	-0.42	0.0	0.0	0.0	0.92	1.0	0.08
GB10203-PA	50	no	yes	0.01	0.39	0.38	0.34	0.0	-0.34	1.0	1.0	0.0	0.52	0.04	-0.48	0.0	0.0	0.0	0.27	0.98	0.71
GB10204-PA	13	no	yes	0.0	0.07	0.07	-1.8	-0.12	1.68	1.0	1.0	0.0	0.31	0.32	0.01	0.0	0.0	0.0	1.0	1.0	0.0
GB10205-PA	-25	no	no	0.13	0.04	-0.09	-0.01	0.0	0.01	1.0	1.0	0.0	0.14	0.27	0.13	0.0	0.0	0.0	1.0	1.0	0.0
GB10208-PA	-13	no	no	0.38	0.17	-0.21	-0.31	-0.17	0.14	1.0	1.0	0.0	0.02	0.0	-0.02	0.0	0.01	0.01	1.0	1.0	0.0
GB10211-PA	13	no	yes	0.04	0.13	0.09	0.0	0.0	0.0	1.0	1.0	0.0	0.07	0.01	-0.06	0.0	0.0	0.0	1.0	1.0	0.0
GB10213-PA	0	no	no	0.02	0.14	0.12	0.0	0.0	0.0	1.0	1.0	0.0	0.61	0.38	-0.23	0.0	0.01	0.01	0.33	0.38	0.06
GB10214-PA	13	no	no	0.16	0.24	0.08	-0.12	0.0	0.12	1.0	1.0	0.0	0.02	0.0	-0.02	0.0	0.02	0.02	1.0	1.0	0.0
GB10220-PA	50	no	yes	0.0	0.41	0.41	0.0	-0.12	-0.13	1.0	1.0	0.0	0.29	0.0	-0.29	0.0	0.0	0.0	0.57	1.0	0.43
GB10228-PA	38	no	no	0.03	0.3	0.27	0.14	-0.24	-0.37	1.0	1.0	0.0	0.41	0.01	-0.4	0.0	0.0	0.0	0.51	1.0	0.49
GB10229-PA	25	no	no	0.04	0.12	0.08	0.0	0.11	0.11	1.0	1.0	0.0	0.38	0.2	-0.18	0.0	0.03	0.03	1.0	1.0	0.0
GB10230-PA	13	no	no	0.0	0.25	0.25	0.0	0.0	0.0	1.0	0.0	-1.0	0.72	0.19	-0.53	0.0	0.04	0.04	0.09	0.84	0.75
GB10231-PA	38	no	no	0.03	0.24	0.21	0.0	-0.36	-0.36	1.0	1.0	0.0	0.28	0.02	-0.26	0.02	0.0	-0.02	0.88	1.0	0.12
GB10235-PA	13	no	yes	0.05	0.18	0.13	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.01	-0.01	0.18	0.0	-0.18	0.86	1.0	0.14
GB10237-PA	-13	no	no	0.23	0.12	-0.11	0.0	0.0	0.0	1.0	1.0	0.0	0.03	0.03	-0.01	0.0	0.01	0.01	0.96	0.95	-0.01
GB10239-PA	-25	yes	no	0.34	0.01	-0.33	0.0	0.0	0.0	1.0	1.0	0.0	0.61	0.03	-0.58	0.0	0.24	0.24	1.0	1.0	0.0
GB10242-PA	-13	no	no	0.32	0.02	-0.3	0.0	0.0	0.0	1.0	1.0	0.0	0.14	0.12	-0.02	0.04	0.0	-0.04	0.98	1.0	0.03
GB10247-PA	-13	no	no	0.22	0.08	-0.14	-4.65	-4.39	0.25	1.0	1.0	0.0	0.03	0.02	-0.01	0.01	0.16	0.15	1.0	1.0	0.0
GB10249-PA	-25	no	no	0.03	0.08	0.05	0.0	0.0	0.0	1.0	1.0	0.0	0.05	0.2	0.16	0.0	0.0	0.0	0.97	1.0	0.03
GB10252-PA	50	no	yes	0.01	0.46	0.45	0.0	-0.02	-0.02	1.0	1.0	0.0	0.0	0.0	0.0	0.45	0.0	-0.45	1.0	1.0	0.0
GB10262-PA	25	no	no	0.02	0.11	0.09	0.0	0.0	0.0	1.0	1.0	0.0	0.37	0.05	-0.32	0.0	0.0	0.0	0.71	1.0	0.29
GB10263-PA	-12	yes	no	0.48	0.32	-0.16	0.03	0.01	-0.02	1.0	1.0	0.0	0.18	0.01	-0.17	0.0	0.0	0.0	0.88	1.0	0.13
GB10277-PA	38	no	no	0.01	0.26	0.25	0.0	0.0	0.0	1.0	1.0	0.0	0.62	0.12	-0.5	0.0	0.09	0.09	0.98	0.99	0.01
GB10280-PA	-13	yes	no	0.13	0.08	-0.05	0.0	0.0	-0.0	1.0	1.0	0.0	0.09	0.03	-0.06	0.05	0.07	0.02	0.98	1.0	0.02
GB10286-PA	-13	no	no	0.38	0.13	-0.25	0.0	0.0	0.0	1.0	1.0	0.0	0.08	0.0	-0.07	0.0	0.0	0.0	0.91	1.0	0.09
GB10288-PA	50	no	yes	0.01	0.39	0.38	0.0	0.0	0.0	1.0	1.0	0.0	0.33	0.0	-0.33	0.0	0.0	0.0	1.0	1.0	0.0
GB10290-PA	12	yes	yes	0.12	0.45	0.33	0.0	0.0	0.0	1.0	1.0	0.0	0.18	0.0	-0.18	0.0	0.0	0.0	1.0	1.0	0.0
GB10293-PA	-13	no	no	0.26	0.03	-0.23	-0.05	-0.04	0.01	1.0	1.0	0.0	0.07	0.02	-0.05	0.0	0.04	0.04	1.0	1.0	0.0
GB10294-PA	-13	yes	no	0.16	0.06	-0.1	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.04	0.01	0.0	0.0	0.0	0.97	0.92	-0.05
GB10297-PA	-25	no	no	0.11	0.01	-0.1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.24	0.24	0.0	0.0	0.0	0.99	1.0	0.01
GB10299-PA	50	no	yes	0.19	0.36	0.17	-0.01	-0.05	-0.04	1.0	1.0	0.0	0.22	0.08	-0.14	0.01	0.01	0.0	1.0	1.0	0.0
GB10300-PA	38	no	yes	0.04	0.11	0.07	0.0	0.0	0.0	1.0	1.0	0.0	0.27	0.06	-0.21	0.0	0.0	0.0	0.72	0.87	0.15
GB10301-PA	50	no	yes	0.05	0.46	0.41	0.08	0.01	-0.07	1.0	1.0	0.0	0.25	0.02	-0.23	0.0	0.03	0.03	1.0	1.0	0.0
GB10302-PA	38	no	no	0.17	0.3	0.13	-0.46	-1.49	-1.03	1.0	1.0	0.0	0.41	0.04	-0.37	0.01	0.01	0.0	0.75	0.88	0.13
GB10304-PA	25	no	yes	0.17	0.31	0.14	0.0	0.0	0.0	1.0	1.0	0.0	0.13	0.01	-0.12	0.0	0.0	-0.0	1.0	0.99	-0.01
GB10306-PA	25	no	no	0.16	0.16	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.21	0.18	-0.03	0.0	0.0	0.0	1.0	1.0	0.0
GB10307-PA	38	no	no	0.02	0.28	0.26	0.0	0.0	0.0	1.0	1.0	0.0	0.35	0.11	-0.24	0.0	0.01	0.01	0.95	1.0	0.05
GB10313-PA	25	no	no	0.0	0.01	0.01	-0.01	0.0	0.01	1.0	1.0	0.0	0.38	0.0	-0.38	0.01	0.11	0.1	0.83	1.0	0.17
GB10314-PA	-50	yes	no	0.28	0.01	-0.27	-0.01	0.0	0.01	1.0	1.0	0.0	0.02	0.61	0.59	0.01	0.0	-0.01	1.0	1.0	0.0
GB10318-PA	12	no	yes	0.28	0.33	0.05	0.0	0.0	0.0	1.0	1.0	0.0	0.01	0.0	-0.01	0.0	0.0	0.0	1.0	1.0	0.0
GB10319-PA	25	no	no	0.01	0.06	0.05	0.0	0.0	0.0	1.0	1.0	0.0	0.51	0.13	-0.39	0.0	0.15	0.15	1.0	1.0	0.0
GB10320-PA	-25	no	no	0.1	0.0	-0.1	-13.38	0.47	13.85	0.5	1.0	0.5	-	-	-	-	-	-
GB10323-PA	-12	yes	no	0.45	0.43	-0.02	0.0	0.0	0.0	1.0	1.0	0.0	0.06	0.04	-0.03	0.03	0.14	0.12	1.0	1.0	0.0
GB10324-PA	25	no	no	0.01	0.05	0.04	0.0	0.0	0.0	1.0	1.0	0.0	0.64	0.02	-0.62	0.0	0.0	-0.0	0.65	1.0	0.35
GB10325-PA	-12	yes	no	0.41	0.3	-0.11	0.0	0.0	0.0	1.0	1.0	0.0	0.07	0.0	-0.07	0.0	0.0	0.0	1.0	1.0	0.0
GB10326-PA	0	no	no	0.0	0.01	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.19	0.5	0.31	0.0	0.0	0.0	0.65	1.0	0.35
GB10331-PA	-13	no	no	0.3	0.1	-0.2	0.0	0.0	0.0	1.0	1.0	0.0	0.1	0.0	-0.1	0.0	0.0	0.0	0.98	1.0	0.02
GB10332-PA	37	no	yes	0.28	0.4	0.12	0.0	-0.02	-0.02	1.0	1.0	0.0	0.24	0.02	-0.22	0.03	0.04	0.02	0.99	1.0	0.01
GB10336-PA	25	no	no	0.07	0.17	0.1	0.0	0.01	0.01	1.0	1.0	0.0	0.2	0.02	-0.18	0.0	0.01	0.01	0.96	1.0	0.04
GB10337-PA	12	no	no	0.37	0.03	-0.34	-6.29	0.0	6.29	1.0	1.0	0.0	0.34	0.01	-0.33	0.01	0.0	-0.01	1.0	1.0	0.0
GB10347-PA	25	yes	yes	0.2	0.2	0.0	-0.7	-0.7	0.0	0.03	0.06	0.03	0.01	0.01	0.0	0.08	0.08	-0.0	1.0	1.0	0.0
GB10349-PA	25	no	no	0.07	0.06	-0.01	0.0	-1.82	-1.82	1.0	1.0	0.0	0.47	0.13	-0.34	0.0	0.0	0.0	0.46	1.0	0.54
GB10354-PA	13	yes	yes	0.24	0.18	-0.06	0.29	0.0	-0.29	1.0	1.0	0.0	0.54	0.12	-0.41	0.0	0.01	0.01	1.0	1.0	0.0
GB10360-PA	38	no	no	0.05	0.42	0.37	0.0	-0.03	-0.03	1.0	1.0	0.0	0.48	0.01	-0.47	0.0	0.04	0.04	0.63	1.0	0.37
GB10361-PA	25	no	no	0.02	0.07	0.05	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.37	0.0	-0.37	0.94	1.0	0.06
GB10362-PA	25	yes	yes	0.48	0.48	0.0	-0.2	-0.2	0.0	1.0	1.0	0.0	0.69	0.02	-0.67	0.0	0.0	0.0	1.0	1.0	0.0
GB10363-PA	50	no	no	0.03	0.09	0.06	0.81	0.0	-0.81	1.0	1.0	0.0	0.01	0.01	0.0	0.4	0.0	-0.4	1.0	1.0	0.0
GB10370-PA	25	no	no	0.0	0.01	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.73	0.05	-0.68	0.0	0.12	0.12	0.04	1.0	0.96
GB10371-PA	38	no	yes	0.0	0.09	0.09	-0.97	-0.06	0.92	1.0	1.0	0.0	-	-	-	-	-	-
GB10373-PA	13	no	no	0.1	0.26	0.16	-0.04	-0.05	-0.01	1.0	1.0	0.0	0.5	0.52	0.02	0.04	0.0	-0.04	1.0	1.0	0.0
GB10375-PA	-25	no	no	0.04	0.02	-0.02	0.03	0.1	0.08	1.0	1.0	0.0	0.15	0.3	0.16	0.0	0.0	0.0	0.96	1.0	0.04
GB10382-PA	25	no	no	0.01	0.12	0.11	0.0	0.0	0.0	1.0	1.0	0.0	0.54	0.0	-0.54	0.0	0.0	0.0	0.45	1.0	0.55
GB10383-PA	-25	no	no	0.0	0.12	0.12	-3.29	0.93	4.22	1.0	1.0	0.0	0.66	0.34	-0.32	0.01	0.04	0.03	0.64	0.68	0.05
GB10384-PA	25	no	no	0.0	0.05	0.05	0.15	-0.28	-0.43	1.0	1.0	0.0	-	-	-	-	-	-
GB10393-PA	50	no	yes	0.01	0.21	0.2	0.0	-0.36	-0.36	1.0	1.0	0.0	0.38	0.01	-0.38	0.0	0.04	0.04	0.82	1.0	0.18
GB10394-PA	-12	yes	no	0.34	0.22	-0.12	0.0	0.0	0.0	1.0	1.0	0.0	0.01	0.09	0.08	0.0	0.0	0.0	1.0	1.0	0.0
GB10396-PA	13	no	yes	0.17	0.13	-0.04	0.0	0.0	0.0	1.0	1.0	0.0	0.12	0.0	-0.12	0.0	0.01	0.01	1.0	1.0	0.0
GB10398-PA	50	no	yes	0.05	0.5	0.45	NaN	-0.12	NaN	1.0	1.0	0.0	0.29	0.11	-0.19	0.02	0.02	0.0	1.0	1.0	0.0
GB10399-PA	-13	no	no	0.21	0.19	-0.02	-14.72	-14.17	0.55	0.25	0.13	-0.13	0.03	0.03	0.0	0.0	0.0	0.0	1.0	1.0	0.0
GB10400-PA	-13	yes	no	0.11	0.08	-0.03	0.0	0.0	0.0	1.0	1.0	0.0	0.07	0.04	-0.03	0.0	0.0	0.0	1.0	1.0	0.0
GB10401-PA	25	no	no	0.03	0.16	0.13	-0.0	-0.02	-0.02	1.0	1.0	0.0	0.31	0.09	-0.22	0.0	0.0	0.0	0.63	1.0	0.37
GB10404-PA	38	no	no	0.01	0.22	0.21	-0.38	0.0	0.38	1.0	1.0	0.0	0.53	0.01	-0.52	0.0	0.0	0.0	1.0	1.0	0.0
GB10408-PA	25	no	no	0.0	0.07	0.07	0.0	0.0	0.0	1.0	1.0	0.0	0.52	0.01	-0.51	0.02	0.01	-0.01	0.52	0.98	0.46
GB10409-PA	-25	yes	no	0.21	0.11	-0.1	0.0	0.0	0.0	1.0	1.0	0.0	0.01	0.05	0.04	0.0	0.0	0.0	0.99	1.0	0.01
GB10412-PA	38	no	yes	0.02	0.14	0.12	0.0	0.0	0.0	1.0	1.0	0.0	0.71	0.12	-0.59	0.0	0.0	0.0	1.0	1.0	0.0
GB10416-PA	25	no	yes	0.15	0.25	0.1	0.0	0.0	0.0	1.0	1.0	0.0	0.18	0.0	-0.18	0.0	0.0	0.0	0.83	0.99	0.16
GB10420-PA	38	no	no	0.0	0.29	0.29	0.0	0.0	0.0	1.0	1.0	0.0	0.29	0.03	-0.26	0.0	0.0	0.0	0.17	1.0	0.83
GB10426-PA	-25	yes	no	0.29	0.12	-0.17	0.32	-1.14	-1.46	1.0	1.0	0.0	0.05	0.02	-0.03	0.01	0.02	0.01	0.98	1.0	0.02
GB10428-PA	-13	no	no	0.28	0.16	-0.12	0.0	0.0	-0.0	1.0	1.0	0.0	0.06	0.03	-0.03	0.0	0.02	0.02	1.0	1.0	0.0
GB10429-PA	50	no	yes	0.1	0.47	0.37	-0.72	0.2	0.92	1.0	1.0	0.0	0.52	0.11	-0.41	0.0	0.0	0.0	0.97	1.0	0.03
GB10431-PA	12	yes	yes	0.16	0.21	0.05	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0	1.0	1.0	0.0
GB10434-PA	25	no	yes	0.27	0.17	-0.1	0.36	0.0	-0.36	1.0	1.0	0.0	0.35	0.04	-0.31	0.01	0.06	0.05	1.0	1.0	0.0
GB10437-PA	25	no	no	0.02	0.12	0.1	0.0	-0.46	-0.46	1.0	1.0	0.0	0.33	0.02	-0.31	0.0	0.04	0.04	0.98	1.0	0.02
GB10439-PA	25	no	no	0.0	0.06	0.06	0.5	0.0	-0.5	1.0	1.0	0.0	-	-	-	-	-	-
GB10440-PA	38	no	yes	0.01	0.13	0.12	-0.02	0.0	0.02	1.0	1.0	0.0	0.55	0.0	-0.55	0.0	0.01	0.01	0.69	1.0	0.31
GB10449-PA	25	yes	yes	0.44	0.38	-0.06	-478.0	NaN	NaN	1.0	1.0	0.0	0.08	0.05	-0.03	0.0	0.0	0.0	0.8	1.0	0.2
GB10450-PA	38	no	no	0.01	0.29	0.28	0.0	0.0	0.0	1.0	1.0	0.0	0.32	0.01	-0.32	0.0	0.0	0.0	0.86	1.0	0.14
GB10451-PA	38	no	no	0.02	0.24	0.22	0.38	0.0	-0.38	1.0	1.0	0.0	0.77	0.1	-0.67	0.03	0.0	-0.03	1.0	1.0	0.0
GB10453-PA	13	no	yes	0.02	0.16	0.14	-0.04	-0.21	-0.17	1.0	1.0	0.0	0.02	0.03	0.0	0.14	0.01	-0.14	1.0	1.0	0.0
GB10456-PA	25	no	yes	0.04	0.45	0.41	0.0	-0.01	-0.01	1.0	1.0	0.0	0.01	0.08	0.08	0.0	0.01	0.01	1.0	1.0	0.0
GB10457-PA	-25	yes	no	0.31	0.07	-0.24	0.0	0.0	0.0	1.0	1.0	0.0	0.19	0.01	-0.18	0.0	0.0	0.0	1.0	0.99	-0.01
GB10458-PA	-12	yes	no	0.4	0.39	-0.01	-0.01	0.0	0.01	0.02	0.02	0.0	0.06	0.05	-0.01	0.11	0.03	-0.08	1.0	1.0	0.0
