Id	Score_Difference	Len_cluster_v1	Len_cluster_v2	Len_rank_v1	Len_rank_v2	Len_rank_dif	Merge_v1	Merge_v2	Merge_dif	Dup_v1	Dup_v2	Dup_dif	MA_gaps_v1	MA_gaps_v2	MA_gaps_dif	MA_extra_v1	MA_extra_v2	MA_extra_dif	MA_conserv_v1	MA_conserv_v2	MA_conserv_dif
ENSDARG00000005627|ENSDART00000002562	-25	yes	no	0.27	0.03	-0.24	-0.15	-2.95	-2.8	1.0	1.0	0.0	0.07	0.26	0.19	0.0	0.0	0.0	0.74	0.71	-0.03
ENSDARG00000015747|ENSDART00000002583	0	no	no	0.06	0.03	-0.03	-2.06	0.0	2.06	1.0	1.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	1.0	1.0	0.0
ENSDARG00000008880|ENSDART00000003076	0	yes	yes	0.32	0.24	-0.08	0.0	0.0	0.0	1.0	1.0	0.0	0.08	0.05	-0.03	0.01	0.03	0.03	0.93	0.98	0.04
ENSDARG00000008109|ENSDART00000002962	-13	yes	no	0.18	0.15	-0.03	0.01	0.01	0.0	1.0	1.0	0.0	0.05	0.09	0.04	0.0	0.04	0.04	0.99	0.99	0.0
ENSDARG00000022503|ENSDART00000002415	13	no	no	0.17	0.22	0.05	-0.13	-0.23	-0.1	1.0	1.0	0.0	0.07	0.04	-0.02	0.0	0.0	0.0	1.0	1.0	0.0
ENSDARG00000007406|ENSDART00000002384	25	yes	yes	0.32	0.35	0.03	-0.98	-1.22	-0.24	1.0	1.0	0.0	0.11	0.08	-0.02	0.0	0.0	0.0	0.53	0.98	0.45
ENSDARG00000017427|ENSDART00000002930	38	no	no	0.14	0.23	0.09	0.46	-0.14	-0.6	1.0	1.0	0.0	-	-	-	-	-	-
ENSDARG00000018111|ENSDART00000002851	0	no	no	0.43	0.43	0.0	-0.5	-0.5	0.0	1.0	1.0	0.0	0.37	0.37	0.0	0.02	0.02	0.0	0.97	0.97	0.0
ENSDARG00000042368|ENSDART00000002641	0	no	no	0.14	0.05	-0.09	-10.85	0.0	10.85	1.0	1.0	0.0	0.17	0.06	-0.11	0.04	0.06	0.02	0.97	0.97	0.0
ENSDARG00000010035|ENSDART00000002568	0	yes	yes	0.36	0.45	0.09	-0.67	-0.2	0.47	1.0	1.0	0.0	0.01	0.03	0.02	0.0	0.0	-0.0	1.0	1.0	0.0
ENSDARG00000010130|ENSDART00000002751	0	no	no	0.35	0.4	0.05	-0.41	-0.44	-0.03	1.0	1.0	0.0	0.06	0.05	-0.01	0.02	0.03	0.01	0.96	1.0	0.04
ENSDARG00000016608|ENSDART00000002644	0	yes	yes	0.33	0.2	-0.13	-0.07	-0.11	-0.05	1.0	1.0	0.0	-	-	-	-	-	-
ENSDARG00000016923|ENSDART00000002233	0	no	no	0.25	0.38	0.13	-0.44	-0.42	0.02	1.0	1.0	0.0	0.02	0.01	-0.01	0.02	0.02	-0.01	0.79	0.69	-0.09
ENSDARG00000008060|ENSDART00000002481	0	yes	yes	0.35	0.35	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0.08	0.08	0.0	0.01	0.01	0.0	0.98	0.98	0.0
ENSDARG00000010619|ENSDART00000002928	0	no	no	0.05	0.05	0.0	-1.03	-0.83	0.2	1.0	1.0	0.0	0.03	0.02	-0.01	0.06	0.04	-0.02	0.83	1.0	0.17
ENSDARG00000000563|ENSDART00000002299	0	no	no	0.01	0.01	0.0	-0.03	-0.03	0.01	0.0	0.0	0.0	0.01	0.01	0.0	0.56	0.54	-0.02	0.86	1.0	0.14
ENSDARG00000017658|ENSDART00000002826	13	no	yes	0.17	0.14	-0.03	0.16	-0.14	-0.3	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.98	0.07
ENSDARG00000008803|ENSDART00000002932	0	no	no	0.29	0.29	0.0	NaN	NaN	NaN	1.0	1.0	0.0	-	-	-	-	-	-
ENSDARG00000007812|ENSDART00000002247	0	no	no	0.26	0.24	-0.02	-0.11	-0.11	0.0	1.0	1.0	0.0	0.24	0.22	-0.02	0.02	0.01	-0.01	0.84	0.85	0.01
ENSDARG00000019588|ENSDART00000002241	0	no	no	0.05	0.13	0.08	-0.08	-0.1	-0.02	1.0	1.0	0.0	0.73	0.71	-0.02	0.0	0.0	0.0	0.88	0.93	0.05
ENSDARG00000009472|ENSDART00000003022	0	no	yes	0.47	0.07	-0.4	-0.05	-0.03	0.01	1.0	1.0	0.0	0.06	0.01	-0.04	0.05	0.0	-0.05	0.91	1.0	0.09
ENSDARG00000010137|ENSDART00000002698	0	no	no	0.07	0.07	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.13	0.14	0.0	0.06	0.06	0.0	0.8	0.8	0.0
ENSDARG00000010752|ENSDART00000002453	0	no	no	0.4	0.44	0.04	-0.31	-0.32	-0.01	1.0	1.0	0.0	0.05	0.07	0.02	0.0	0.0	0.0	0.97	0.97	0.0
ENSDARG00000037030|ENSDART00000002812	25	no	no	0.09	0.09	0.0	-0.66	-0.67	0.0	0.03	0.13	0.09	0.05	0.06	0.01	0.36	0.39	0.03	0.92	0.5	-0.42
ENSDARG00000014817|ENSDART00000002624	0	yes	yes	0.16	0.16	0.0	-0.65	-0.67	-0.02	1.0	1.0	0.0	0.34	0.34	0.0	0.0	0.0	0.0	1.0	1.0	0.0
ENSDARG00000001825|ENSDART00000002858	-12	yes	no	0.4	0.44	0.04	0.0	0.0	0.0	1.0	1.0	0.0	-	-	-	-	-	-
ENSDARG00000005332|ENSDART00000002953	12	no	yes	0.34	0.38	0.04	-0.8	-0.83	-0.03	1.0	1.0	0.0	0.02	0.01	-0.01	0.0	0.0	0.0	0.95	0.95	0.0
ENSDARG00000044091|ENSDART00000002974	0	yes	yes	0.2	0.48	0.28	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.89	0.9	0.02
ENSDARG00000035796|ENSDART00000002834	0	yes	yes	0.05	0.05	0.0	-2.88	-2.98	-0.1	1.0	1.0	0.0	0.17	0.16	-0.01	0.0	0.0	0.0	0.8	0.84	0.03
ENSDARG00000021004|ENSDART00000002540	0	no	no	0.23	0.22	-0.01	-0.41	-0.46	-0.05	1.0	1.0	0.0	0.4	0.37	-0.03	0.02	0.03	0.0	0.48	0.67	0.19
ENSDARG00000015947|ENSDART00000002571	0	yes	yes	0.23	0.31	0.08	-0.62	-1.09	-0.47	0.01	0.0	-0.01	0.13	0.04	-0.09	0.12	0.08	-0.04	0.9	0.95	0.05
ENSDARG00000059645|ENSDART00000002966	0	yes	yes	0.44	0.21	-0.23	-0.01	-0.01	0.0	1.0	1.0	0.0	0.04	0.08	0.03	0.05	0.01	-0.04	0.89	0.89	-0.0
ENSDARG00000003749|ENSDART00000002764	25	no	yes	0.13	0.32	0.19	-0.59	-0.41	0.18	1.0	1.0	0.0	0.52	0.43	-0.09	0.01	0.0	-0.01	0.82	1.0	0.18
ENSDARG00000019025|ENSDART00000002790	0	yes	yes	0.33	0.49	0.16	0.0	0.0	0.0	0.02	0.02	0.0	0.16	0.01	-0.15	0.02	0.02	0.0	0.85	1.0	0.15
ENSDARG00000017799|ENSDART00000002690	-13	no	no	0.21	0.18	-0.03	0.0	0.0	0.0	1.0	1.0	0.0	0.11	0.11	0.0	0.0	0.01	0.0	0.95	0.94	-0.01
ENSDARG00000036728|ENSDART00000003031	12	yes	yes	0.14	0.27	0.13	-0.03	-0.06	-0.02	1.0	1.0	0.0	0.03	0.04	0.0	0.02	0.07	0.05	0.73	0.73	-0.01
ENSDARG00000008674|ENSDART00000002532	0	yes	yes	0.36	0.46	0.1	-2.2	-1.34	0.86	1.0	1.0	0.0	0.09	0.03	-0.06	0.0	0.01	0.01	0.99	1.0	0.01
ENSDARG00000056490|ENSDART00000004816	0	no	no	0.0	0.0	0.0	-0.42	0.0	0.42	1.0	1.0	0.0	-	-	-	-	-	-
ENSDARG00000003022|ENSDART00000004686	12	no	yes	0.31	0.43	0.12	0.0	0.0	0.0	1.0	1.0	0.0	0.13	0.09	-0.04	0.0	0.01	0.01	0.82	0.82	0.0
ENSDARG00000035891|ENSDART00000003690	0	yes	yes	0.4	0.4	0.0	-0.33	-0.31	0.01	1.0	1.0	0.0	0.81	0.8	0.0	0.01	0.01	0.0	0.36	0.39	0.03
ENSDARG00000018553|ENSDART00000003913	-12	yes	no	0.45	0.41	-0.04	-0.24	-0.29	-0.05	1.0	1.0	0.0	0.14	0.02	-0.12	0.01	0.04	0.03	1.0	0.98	-0.02
ENSDARG00000010767|ENSDART00000004338	0	yes	yes	0.46	0.3	-0.16	-0.09	-0.16	-0.08	1.0	1.0	0.0	0.11	0.01	-0.1	0.0	0.01	0.0	0.91	0.98	0.07
ENSDARG00000022650|ENSDART00000003666	0	yes	yes	0.47	0.35	-0.12	-0.14	-0.13	0.01	1.0	1.0	0.0	0.01	0.02	0.01	0.0	0.0	0.0	0.93	1.0	0.07
ENSDARG00000026941|ENSDART00000004505	0	yes	yes	0.33	0.34	0.01	-0.06	-0.06	0.0	0.5	0.5	0.0	0.09	0.09	0.0	0.18	0.17	-0.01	0.94	0.91	-0.03
ENSDARG00000006394|ENSDART00000004840	0	no	no	0.34	0.33	-0.01	-0.16	-0.06	0.1	1.0	1.0	0.0	0.16	0.12	-0.04	0.0	0.0	0.0	0.97	1.0	0.03
ENSDARG00000010610|ENSDART00000004200	0	yes	yes	0.45	0.45	0.0	-0.46	-0.44	0.02	1.0	1.0	0.0	0.06	0.07	0.01	0.01	0.0	-0.0	0.91	0.9	-0.01
ENSDARG00000009372|ENSDART00000003432	-12	yes	yes	0.34	0.17	-0.17	-1.12	-1.35	-0.23	1.0	1.0	0.0	0.02	0.02	0.0	0.0	0.13	0.13	0.98	0.98	0.0
ENSDARG00000005887|ENSDART00000003686	0	yes	yes	0.5	0.36	-0.14	-0.09	-0.09	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.98	0.98	0.0
ENSDARG00000002609|ENSDART00000004550	0	yes	no	0.4	0.12	-0.28	-0.08	-0.09	-0.01	1.0	1.0	0.0	0.39	0.07	-0.31	0.0	0.01	0.0	0.94	1.0	0.06
ENSDARG00000019230|ENSDART00000004238	0	no	no	0.09	0.09	0.0	-0.41	-0.41	0.0	1.0	1.0	0.0	0.0	0.01	0.01	0.01	0.0	-0.01	0.99	1.0	0.01
ENSDARG00000002582|ENSDART00000004333	0	no	no	0.24	0.24	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.05	0.04	-0.01	0.04	0.04	0.0	1.0	1.0	0.0
ENSDARG00000002394|ENSDART00000003987	0	no	no	0.02	0.1	0.08	-0.3	-0.28	0.02	1.0	1.0	0.0	0.01	0.01	0.0	0.02	0.01	-0.02	0.81	0.83	0.02
ENSDARG00000001621|ENSDART00000003493	-12	yes	no	0.46	0.35	-0.11	0.08	0.01	-0.06	1.0	1.0	0.0	0.14	0.06	-0.08	0.01	0.06	0.05	1.0	1.0	0.0
ENSDARG00000009134|ENSDART00000004652	0	no	no	0.25	0.34	0.09	-0.04	-0.05	-0.01	1.0	1.0	0.0	0.25	0.3	0.05	0.01	0.01	0.0	0.92	0.9	-0.02
ENSDARG00000009387|ENSDART00000004127	25	yes	yes	0.42	0.38	-0.04	0.86	-5.58	-6.44	0.13	0.06	-0.06	0.31	0.33	0.02	0.03	0.02	-0.01	0.78	0.79	0.01
ENSDARG00000009850|ENSDART00000004275	0	no	no	0.01	0.01	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.37	0.37	0.0	0.0	0.0	0.0	0.89	0.89	0.0
ENSDARG00000005800|ENSDART00000003612	0	no	no	0.09	0.08	-0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.04	0.02	-0.02	0.01	0.0	0.0	0.96	1.0	0.04
ENSDARG00000027075|ENSDART00000003385	13	no	no	0.0	0.36	0.36	0.0	-0.36	-0.36	1.0	1.0	0.0	0.76	0.11	-0.65	0.0	0.01	0.01	0.2	0.79	0.59
ENSDARG00000044632|ENSDART00000003181	0	no	no	0.03	0.03	0.0	-19.64	-19.52	0.12	1.0	1.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.97	0.97	0.0
ENSDARG00000020123|ENSDART00000004721	0	no	no	0.04	0.04	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.34	0.35	0.01	0.0	0.0	0.0	0.81	0.81	-0.01
ENSDARG00000005034|ENSDART00000003192	0	no	no	0.0	0.02	0.02	0.0	0.0	0.0	1.0	1.0	0.0	0.04	0.05	0.01	0.07	0.01	-0.06	0.96	1.0	0.04
ENSDARG00000007842|ENSDART00000003997	0	no	no	0.01	0.01	0.0	-0.44	-0.05	0.39	1.0	1.0	0.0	0.14	0.18	0.04	0.01	0.01	0.0	0.83	0.83	0.0
ENSDARG00000009806|ENSDART00000003435	-13	no	no	0.31	0.06	-0.25	0.0	0.0	0.0	1.0	1.0	0.0	0.15	0.01	-0.14	0.0	0.1	0.1	1.0	1.0	0.0
ENSDARG00000010977|ENSDART00000004740	0	no	no	0.05	0.03	-0.02	-0.33	-0.32	0.01	1.0	1.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.93	0.93	0.0
ENSDARG00000016415|ENSDART00000003252	37	no	yes	0.31	0.43	0.12	-0.44	-0.7	-0.26	1.0	1.0	0.0	0.28	0.0	-0.28	0.0	0.0	0.0	0.56	1.0	0.44
ENSDARG00000009160|ENSDART00000003706	0	yes	yes	0.44	0.43	-0.01	-0.17	-0.21	-0.03	1.0	1.0	0.0	0.02	0.02	0.0	0.01	0.01	0.0	0.98	0.98	0.0
ENSDARG00000003317|ENSDART00000003775	-38	yes	no	0.03	0.2	0.17	1.85	2.11	0.26	1.0	0.0	-1.0	0.71	0.18	-0.53	0.0	0.16	0.15	0.5	0.29	-0.21
ENSDARG00000015506|ENSDART00000004361	12	no	yes	0.21	0.33	0.12	0.0	0.0	0.0	1.0	1.0	0.0	0.14	0.08	-0.06	0.07	0.12	0.05	0.97	0.99	0.01
ENSDARG00000015278|ENSDART00000004222	-12	yes	no	0.49	0.38	-0.11	-1.13	-1.7	-0.57	1.0	1.0	0.0	0.38	0.29	-0.09	0.0	0.0	0.0	0.79	0.81	0.02
ENSDARG00000019045|ENSDART00000004357	13	no	no	0.19	0.22	0.03	0.0	1.45	1.45	1.0	1.0	0.0	0.1	0.12	0.02	0.1	0.11	0.01	0.48	0.62	0.14
ENSDARG00000067828|ENSDART00000003907	13	no	yes	0.05	0.17	0.12	-0.6	-0.73	-0.13	1.0	1.0	0.0	0.49	0.23	-0.26	0.0	0.0	0.0	0.55	0.87	0.32
ENSDARG00000005626|ENSDART00000003097	0	no	no	0.08	0.08	0.0	-0.02	-0.85	-0.83	1.0	1.0	0.0	0.0	0.02	0.02	0.03	0.06	0.03	0.9	0.9	0.0
ENSDARG00000004789|ENSDART00000004416	25	no	no	0.12	0.05	-0.07	-0.77	0.0	0.77	1.0	0.5	-0.5	0.37	0.06	-0.31	0.0	0.02	0.02	0.94	0.98	0.04
ENSDARG00000005616|ENSDART00000003508	0	yes	yes	0.29	0.29	0.0	-1.59	-1.68	-0.09	1.0	1.0	0.0	0.41	0.39	-0.02	0.01	0.01	0.0	0.42	0.5	0.08
ENSDARG00000019782|ENSDART00000004619	0	yes	yes	0.5	0.36	-0.14	-0.04	0.0	0.04	0.06	1.0	0.94	0.33	0.36	0.02	0.03	0.03	0.01	0.88	0.62	-0.26
ENSDARG00000009899|ENSDART00000003548	0	yes	yes	0.24	0.44	0.2	-0.53	-0.4	0.12	1.0	1.0	0.0	0.14	0.12	-0.02	0.01	0.04	0.03	0.88	0.97	0.09
ENSDARG00000030250|ENSDART00000003325	0	no	no	0.19	0.19	0.0	-0.52	-0.53	-0.01	1.0	1.0	0.0	0.3	0.3	0.0	0.01	0.01	0.0	0.83	0.85	0.02
ENSDARG00000004932|ENSDART00000003736	0	yes	yes	0.45	0.46	0.01	-0.5	-0.49	0.0	1.0	1.0	0.0	0.27	0.27	0.0	0.03	0.03	0.0	1.0	1.0	0.0
ENSDARG00000033824|ENSDART00000003347	0	yes	yes	0.42	0.5	0.08	-0.09	-0.02	0.07	1.0	1.0	0.0	0.28	0.27	-0.01	0.07	0.07	0.0	1.0	1.0	0.0
ENSDARG00000016056|ENSDART00000003130	-12	yes	no	0.37	0.24	-0.13	-0.13	-0.11	0.02	1.0	1.0	0.0	0.06	0.13	0.07	0.04	0.03	-0.01	0.49	0.34	-0.14
ENSDARG00000005916|ENSDART00000004279	0	yes	yes	0.35	0.33	-0.02	0.0	0.0	0.0	1.0	1.0	0.0	0.11	0.08	-0.02	0.1	0.1	0.0	0.96	0.96	0.0
ENSDARG00000022858|ENSDART00000003156	12	no	yes	0.37	0.47	0.1	-0.06	-0.06	0.0	1.0	1.0	0.0	0.07	0.03	-0.04	0.01	0.01	0.0	0.96	0.97	0.01
ENSDARG00000019917|ENSDART00000004431	12	no	no	0.44	0.44	0.0	0.0	0.0	0.0	-	-	-	-	-	-	-	-
ENSDARG00000009477|ENSDART00000004331	37	yes	yes	0.19	0.4	0.21	-0.03	-0.11	-0.08	1.0	1.0	0.0	0.11	0.01	-0.1	0.02	0.02	0.0	0.78	0.92	0.14
ENSDARG00000010008|ENSDART00000003745	0	yes	yes	0.25	0.25	0.0	-0.2	-0.21	-0.01	1.0	1.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.98	0.97	-0.0
ENSDARG00000075827|ENSDART00000003463	25	yes	yes	0.46	0.46	0.0	-0.01	-0.01	0.0	1.0	1.0	0.0	0.04	0.05	0.01	0.02	0.03	0.0	0.79	0.83	0.04
ENSDARG00000070529|ENSDART00000004002	0	no	no	0.06	0.0	-0.06	-0.26	-0.09	0.17	1.0	1.0	0.0	0.57	0.54	-0.02	0.01	0.0	-0.01	0.78	0.75	-0.03
ENSDARG00000073905|ENSDART00000004689	25	no	no	0.16	0.18	0.02	0.0	-0.24	-0.24	0.02	1.0	0.98	0.12	0.1	-0.02	0.02	0.01	-0.02	0.85	0.88	0.03
ENSDARG00000034871|ENSDART00000003293	-25	yes	no	0.22	0.1	-0.12	0.0	0.0	0.0	1.0	1.0	0.0	0.34	0.37	0.03	0.01	0.0	-0.01	0.97	0.9	-0.07
ENSDARG00000079535|ENSDART00000003955	25	no	yes	0.03	0.24	0.21	-0.93	-0.5	0.43	1.0	1.0	0.0	0.54	0.22	-0.32	0.0	0.01	0.01	0.55	0.82	0.27
ENSDARG00000014022|ENSDART00000003603	-13	no	no	0.27	0.13	-0.14	-1.97	0.0	1.97	1.0	1.0	0.0	0.13	0.19	0.06	0.21	0.2	-0.01	0.88	0.86	-0.01
ENSDARG00000003769|ENSDART00000004365	12	no	yes	0.42	0.48	0.06	-1.34	-1.19	0.14	1.0	1.0	0.0	0.03	0.04	0.01	0.11	0.1	-0.01	1.0	0.98	-0.02
ENSDARG00000077300|ENSDART00000003375	0	no	no	0.28	0.28	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.24	0.24	0.0	0.02	0.01	-0.01	0.91	0.91	0.0
ENSDARG00000003836|ENSDART00000004666	37	no	yes	0.32	0.33	0.01	-0.61	-0.43	0.18	1.0	1.0	0.0	0.28	0.02	-0.25	0.0	0.01	0.01	0.63	0.86	0.23
ENSDARG00000017841|ENSDART00000003694	0	yes	yes	0.39	0.39	0.0	-1.41	-1.38	0.03	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.99	0.99	0.0
ENSDARG00000017473|ENSDART00000004921	37	yes	yes	0.08	0.31	0.23	-0.1	-0.33	-0.23	1.0	1.0	0.0	0.22	0.06	-0.16	0.0	0.1	0.1	0.98	0.99	0.01
ENSDARG00000018306|ENSDART00000004249	0	yes	yes	0.5	0.49	-0.01	-0.72	-0.72	-0.0	1.0	1.0	0.0	0.18	0.18	0.0	0.0	0.0	0.0	0.92	0.92	0.0
