Id	Score_Difference	Len_cluster_v1	Len_cluster_v2	Len_rank_v1	Len_rank_v2	Len_rank_dif	Merge_v1	Merge_v2	Merge_dif	Dup_v1	Dup_v2	Dup_dif	MA_gaps_v1	MA_gaps_v2	MA_gaps_dif	MA_extra_v1	MA_extra_v2	MA_extra_dif	MA_conserv_v1	MA_conserv_v2	MA_conserv_dif
ENSDARG00000040002|ENSDART00000002118	-13	yes	no	0.05	0.04	-0.01	0.16	0.0	-0.16	1.0	1.0	0.0	0.05	0.06	0.01	0.02	0.02	-0.01	0.95	1.0	0.04
ENSDARG00000004115|ENSDART00000001159	25	no	yes	0.16	0.34	0.18	0.0	0.0	0.0	1.0	1.0	0.0	0.06	0.0	-0.06	0.0	0.0	0.0	1.0	0.98	-0.02
ENSDARG00000001057|ENSDART00000001201	0	no	no	0.03	0.03	0.0	-0.03	-0.03	0.0	1.0	1.0	0.0	0.04	0.03	-0.0	0.09	0.09	0.0	1.0	1.0	0.0
ENSDARG00000018270|ENSDART00000002908	13	no	yes	0.11	0.1	-0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.05	0.0	-0.05	0.0	0.0	0.0	0.98	1.0	0.02
ENSDARG00000004877|ENSDART00000002777	25	no	yes	0.18	0.41	0.23	0.33	0.0	-0.33	1.0	1.0	0.0	0.0	0.13	0.13	0.01	0.01	0.0	1.0	0.97	-0.03
ENSDARG00000015102|ENSDART00000002526	12	no	yes	0.37	0.5	0.13	0.38	0.3	-0.07	1.0	1.0	0.0	0.31	0.24	-0.07	0.05	0.07	0.02	1.0	0.92	-0.08
ENSDARG00000005627|ENSDART00000002562	-25	no	no	0.02	0.02	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.08	0.3	0.23	0.01	0.04	0.03	0.99	0.94	-0.04
ENSDARG00000015747|ENSDART00000002583	-25	yes	yes	0.34	0.2	-0.14	0.0	0.0	0.0	1.0	1.0	0.0	0.14	0.41	0.27	0.0	0.0	0.0	1.0	1.0	0.0
ENSDARG00000008880|ENSDART00000003076	-25	yes	yes	0.14	0.15	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.07	0.04	-0.03	0.04	0.01	-0.03	0.95	0.68	-0.27
ENSDARG00000008109|ENSDART00000002962	0	yes	yes	0.21	0.27	0.06	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.93	1.0	0.07
ENSDARG00000022503|ENSDART00000002415	12	yes	yes	0.01	0.47	0.46	0.0	0.12	0.12	1.0	1.0	0.0	0.15	0.02	-0.13	0.0	0.03	0.03	0.97	1.0	0.03
ENSDARG00000007406|ENSDART00000002384	25	yes	yes	0.39	0.44	0.05	-0.79	-0.76	0.03	1.0	1.0	0.0	0.03	0.05	0.02	0.0	0.0	0.0	0.65	1.0	0.35
ENSDARG00000017427|ENSDART00000002930	12	no	no	0.27	0.01	-0.26	0.0	0.0	0.0	1.0	1.0	0.0	0.3	0.12	-0.18	0.0	0.03	0.03	1.0	1.0	0.0
ENSDARG00000018111|ENSDART00000002851	0	no	no	0.06	0.06	0.0	0.45	0.52	0.07	1.0	1.0	0.0	0.26	0.27	0.01	0.02	0.02	0.0	1.0	1.0	0.0
ENSDARG00000042368|ENSDART00000002641	25	no	yes	0.19	0.47	0.28	0.0	0.0	0.0	1.0	1.0	0.0	0.18	0.06	-0.12	0.0	0.03	0.03	0.96	1.0	0.04
ENSDARG00000010035|ENSDART00000002568	0	yes	yes	0.31	0.32	0.01	-0.54	-0.36	0.18	1.0	1.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	1.0	1.0	0.0
ENSDARG00000010130|ENSDART00000002751	0	yes	yes	0.42	0.31	-0.11	0.0	0.03	0.03	1.0	1.0	0.0	0.02	0.01	0.0	0.01	0.0	-0.01	1.0	0.95	-0.05
ENSDARG00000016177|ENSDART00000002728	-25	no	no	0.08	0.07	-0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.04	0.23	0.19	0.01	0.01	0.0	1.0	1.0	0.0
ENSDARG00000016608|ENSDART00000002644	0	yes	yes	0.11	0.13	0.02	-0.27	-0.2	0.07	1.0	1.0	0.0	0.0	0.0	0.0	0.01	0.02	0.02	1.0	1.0	0.0
ENSDARG00000016923|ENSDART00000002233	-25	yes	yes	0.32	0.36	0.04	0.0	0.0	0.0	1.0	1.0	0.0	0.03	0.21	0.18	0.0	0.0	0.0	0.98	0.96	-0.01
ENSDARG00000008060|ENSDART00000002481	0	yes	yes	0.14	0.11	-0.03	-0.03	-0.65	-0.62	0.06	0.13	0.06	0.0	0.06	0.06	0.01	0.0	-0.01	0.99	1.0	0.01
ENSDARG00000010619|ENSDART00000002928	-12	no	yes	0.05	0.18	0.13	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.04	0.01	0.05	0.01	-0.04	1.0	0.63	-0.37
ENSDARG00000000563|ENSDART00000002299	0	yes	yes	0.39	0.46	0.07	0.04	-0.02	-0.06	0.0	0.0	0.0	0.15	0.14	-0.01	0.02	0.0	-0.02	1.0	1.0	0.0
ENSDARG00000017658|ENSDART00000002826	-25	yes	yes	0.16	0.16	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.35	0.35	0.0	0.18	0.18	0.91	1.0	0.09
ENSDARG00000008803|ENSDART00000002932	12	no	yes	0.34	0.38	0.04	0.26	0.31	0.05	1.0	1.0	0.0	0.04	0.04	0.0	0.04	0.05	0.01	1.0	1.0	0.0
ENSDARG00000007812|ENSDART00000002247	0	no	no	0.13	0.15	0.02	-0.11	-0.08	0.03	1.0	1.0	0.0	0.11	0.07	-0.04	0.01	0.01	-0.0	0.91	1.0	0.09
ENSDARG00000019588|ENSDART00000002241	13	no	no	0.06	0.26	0.2	0.0	0.0	0.0	1.0	1.0	0.0	0.01	0.0	-0.01	0.0	0.0	0.0	1.0	0.97	-0.03
ENSDARG00000009472|ENSDART00000003022	-25	yes	yes	0.26	0.37	0.11	-0.2	-0.17	0.04	1.0	1.0	0.0	0.0	0.47	0.47	0.01	0.03	0.01	1.0	0.83	-0.17
ENSDARG00000010137|ENSDART00000002698	0	yes	yes	0.37	0.35	-0.02	-0.03	-0.04	-0.01	1.0	1.0	0.0	0.0	0.0	0.0	0.02	0.02	0.0	1.0	1.0	0.0
ENSDARG00000010752|ENSDART00000002453	0	no	no	0.28	0.3	0.02	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.05	0.05	0.03	0.0	-0.03	1.0	1.0	0.0
ENSDARG00000037030|ENSDART00000002812	12	no	yes	0.36	0.43	0.07	-0.18	-0.22	-0.04	0.06	0.06	0.0	0.15	0.15	-0.0	0.0	0.0	0.0	0.98	0.98	0.0
ENSDARG00000014817|ENSDART00000002624	0	yes	yes	0.46	0.49	0.03	-0.47	-0.24	0.23	1.0	1.0	0.0	0.01	0.03	0.02	0.0	0.0	0.0	0.96	1.0	0.04
ENSDARG00000001825|ENSDART00000002858	0	yes	yes	0.36	0.41	0.05	-0.04	-0.05	-0.01	1.0	1.0	0.0	0.03	0.03	0.01	0.0	0.0	0.0	1.0	1.0	0.0
ENSDARG00000005332|ENSDART00000002953	0	yes	yes	0.31	0.48	0.17	0.0	0.0	0.0	1.0	1.0	0.0	0.03	0.02	-0.01	0.0	0.01	0.01	1.0	0.96	-0.04
ENSDARG00000044091|ENSDART00000002974	-25	yes	no	0.34	0.16	-0.18	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.97	1.0	0.02
ENSDARG00000035796|ENSDART00000002834	0	no	no	0.05	0.06	0.01	0.0	-1.88	-1.88	1.0	1.0	0.0	0.15	0.13	-0.02	0.0	0.0	0.0	0.88	0.95	0.07
ENSDARG00000021004|ENSDART00000002540	0	no	no	0.07	0.07	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.41	0.38	-0.03	0.0	0.0	0.0	0.94	1.0	0.06
ENSDARG00000016813|ENSDART00000002617	50	no	yes	0.08	0.49	0.41	-0.4	0.0	0.4	1.0	1.0	0.0	0.34	0.04	-0.29	0.0	0.01	0.01	1.0	1.0	0.0
ENSDARG00000015947|ENSDART00000002571	50	no	yes	0.15	0.44	0.29	-0.02	-0.15	-0.13	1.0	1.0	0.0	0.21	0.05	-0.16	0.0	0.0	0.0	1.0	1.0	0.0
ENSDARG00000059645|ENSDART00000002966	0	no	no	0.01	0.08	0.07	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.05	0.05	0.06	0.03	-0.03	1.0	0.98	-0.02
ENSDARG00000003749|ENSDART00000002764	13	no	yes	0.19	0.18	-0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.16	0.0	-0.16	0.03	0.0	-0.03	0.91	1.0	0.09
ENSDARG00000019025|ENSDART00000002790	50	no	yes	0.12	0.41	0.29	0.0	0.09	0.09	1.0	1.0	0.0	0.22	0.07	-0.15	0.0	0.0	0.0	0.89	1.0	0.11
ENSDARG00000017799|ENSDART00000002690	0	yes	yes	0.37	0.33	-0.04	0.0	0.0	0.0	1.0	1.0	0.0	0.07	0.07	0.0	0.0	0.0	0.0	0.89	0.87	-0.02
ENSDARG00000036728|ENSDART00000003031	0	no	no	0.16	0.14	-0.02	-0.14	0.0	0.14	1.0	1.0	0.0	0.03	0.05	0.01	0.0	0.06	0.06	0.94	1.0	0.06
ENSDARG00000008674|ENSDART00000002532	25	no	yes	0.13	0.36	0.23	0.0	0.0	0.0	1.0	1.0	0.0	0.07	0.03	-0.05	0.0	0.01	0.01	0.99	1.0	0.01
ENSDARG00000056490|ENSDART00000004816	-13	yes	no	0.04	0.06	0.02	0.0	0.0	0.0	1.0	1.0	0.0	0.04	0.1	0.06	0.0	0.0	0.0	0.95	0.94	-0.01
ENSDARG00000003022|ENSDART00000004686	13	no	yes	0.02	0.16	0.14	0.0	0.0	0.0	1.0	1.0	0.0	0.12	0.1	-0.02	0.01	0.01	0.0	0.99	0.8	-0.19
ENSDARG00000035891|ENSDART00000003690	0	no	no	0.01	0.01	0.0	0.0	-0.13	-0.13	1.0	1.0	0.0	0.65	0.66	0.01	0.01	0.02	0.01	1.0	1.0	0.0
ENSDARG00000018553|ENSDART00000003913	37	no	yes	0.45	0.42	-0.03	0.0	0.01	0.01	1.0	1.0	0.0	0.29	0.0	-0.28	0.0	0.01	0.01	0.88	0.98	0.11
ENSDARG00000010767|ENSDART00000004338	0	no	yes	0.01	0.43	0.42	0.0	-0.59	-0.59	1.0	1.0	0.0	0.11	0.14	0.03	0.0	0.25	0.25	0.83	1.0	0.17
ENSDARG00000022650|ENSDART00000003666	-12	yes	no	0.42	0.23	-0.19	0.17	0.28	0.11	1.0	1.0	0.0	0.0	0.0	0.0	0.01	0.0	-0.01	1.0	1.0	0.0
ENSDARG00000026941|ENSDART00000004505	0	yes	yes	0.47	0.43	-0.04	-0.0	-0.01	-0.01	1.0	1.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	1.0	0.93	-0.07
ENSDARG00000006394|ENSDART00000004840	0	no	no	0.13	0.18	0.05	-0.09	-0.14	-0.04	1.0	1.0	0.0	0.16	0.12	-0.04	0.0	0.0	0.0	0.94	0.96	0.02
ENSDARG00000010610|ENSDART00000004200	0	yes	yes	0.39	0.35	-0.04	-0.1	-0.08	0.02	1.0	1.0	0.0	0.01	0.0	-0.01	0.0	0.0	0.0	0.98	0.96	-0.01
ENSDARG00000009372|ENSDART00000003432	0	yes	no	0.11	0.22	0.11	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.13	0.13	0.99	1.0	0.01
ENSDARG00000005887|ENSDART00000003686	-25	yes	no	0.39	0.2	-0.19	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.0	-0.02	0.0	0.02	0.02	1.0	1.0	0.0
ENSDARG00000002609|ENSDART00000004550	25	no	yes	0.04	0.21	0.17	0.0	0.0	0.0	1.0	1.0	0.0	0.55	0.09	-0.45	0.0	0.41	0.4	1.0	0.89	-0.11
ENSDARG00000019230|ENSDART00000004238	0	yes	yes	0.25	0.26	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.98	-0.02
ENSDARG00000002582|ENSDART00000004333	-13	yes	no	0.04	0.04	0.0	-0.08	-0.04	0.04	1.0	1.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	1.0	0.99	-0.01
ENSDARG00000002394|ENSDART00000003987	25	no	yes	0.07	0.24	0.17	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.01	-0.01	0.02	0.01	-0.0	1.0	0.92	-0.08
ENSDARG00000001621|ENSDART00000003493	-25	yes	no	0.47	0.04	-0.43	-0.13	0.0	0.13	1.0	1.0	0.0	0.08	0.0	-0.08	0.03	0.1	0.06	1.0	1.0	0.0
ENSDARG00000009134|ENSDART00000004652	0	yes	yes	0.45	0.27	-0.18	-0.24	-0.36	-0.12	1.0	1.0	0.0	0.05	0.12	0.08	0.0	0.0	0.0	1.0	0.88	-0.12
ENSDARG00000009387|ENSDART00000004127	0	no	no	0.1	0.09	-0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.06	0.06	0.0	0.01	0.03	0.02	1.0	1.0	0.0
ENSDARG00000009850|ENSDART00000004275	0	no	no	0.05	0.05	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.38	0.2	-0.19	0.0	0.0	-0.0	1.0	0.54	-0.46
ENSDARG00000005800|ENSDART00000003612	12	no	yes	0.27	0.25	-0.02	0.0	0.0	0.0	1.0	1.0	0.0	0.03	0.02	-0.01	0.0	0.0	0.0	0.98	1.0	0.02
ENSDARG00000027075|ENSDART00000003385	25	no	no	0.0	0.04	0.04	0.0	0.0	0.0	1.0	1.0	0.0	0.5	0.1	-0.4	0.0	0.0	0.0	0.64	0.81	0.17
ENSDARG00000044632|ENSDART00000003181	0	yes	yes	0.42	0.48	0.06	0.0	0.0	0.0	1.0	1.0	0.0	0.01	0.0	-0.01	0.0	0.0	0.0	0.98	1.0	0.02
ENSDARG00000020123|ENSDART00000004721	0	no	no	0.06	0.04	-0.02	0.0	0.0	0.0	1.0	1.0	0.0	0.41	0.43	0.02	0.01	0.0	-0.01	0.99	0.65	-0.34
ENSDARG00000005034|ENSDART00000003192	12	yes	yes	0.09	0.26	0.17	-0.62	-0.52	0.1	1.0	1.0	0.0	0.01	0.02	0.01	0.04	0.0	-0.04	1.0	1.0	0.0
ENSDARG00000007842|ENSDART00000003997	0	no	no	0.11	0.05	-0.06	0.0	0.0	0.0	1.0	1.0	0.0	0.07	0.12	0.05	0.01	0.0	-0.01	0.79	0.77	-0.02
ENSDARG00000009806|ENSDART00000003435	0	yes	no	0.48	0.05	-0.43	0.0	-0.03	-0.03	1.0	1.0	0.0	0.23	0.06	-0.17	0.0	0.04	0.04	0.95	1.0	0.05
ENSDARG00000010977|ENSDART00000004740	0	yes	yes	0.23	0.26	0.03	0.0	0.0	0.0	1.0	1.0	0.0	0.04	0.04	0.01	0.0	0.0	0.0	1.0	1.0	0.0
ENSDARG00000016415|ENSDART00000003252	50	no	yes	0.04	0.29	0.25	0.0	0.0	0.0	1.0	1.0	0.0	0.29	0.0	-0.29	0.01	0.0	-0.0	0.68	1.0	0.32
ENSDARG00000009160|ENSDART00000003706	0	yes	yes	0.39	0.4	0.01	-0.15	-0.11	0.04	1.0	1.0	0.0	0.02	0.0	-0.02	0.01	0.01	0.0	1.0	1.0	-0.0
ENSDARG00000003317|ENSDART00000003775	50	no	yes	0.04	0.37	0.33	-0.41	-0.05	0.35	1.0	1.0	0.0	0.75	0.04	-0.71	0.0	0.02	0.02	0.7	1.0	0.3
ENSDARG00000015506|ENSDART00000004361	0	yes	yes	0.41	0.46	0.05	0.0	0.0	-0.0	1.0	1.0	0.0	0.04	0.18	0.14	0.03	0.02	-0.01	1.0	0.92	-0.08
ENSDARG00000015278|ENSDART00000004222	13	no	yes	0.05	0.15	0.1	0.0	-0.0	-0.0	1.0	1.0	0.0	0.16	0.05	-0.12	0.02	0.02	0.01	0.89	1.0	0.11
ENSDARG00000019045|ENSDART00000004357	-13	yes	no	0.13	0.15	0.02	0.0	0.0	0.0	1.0	1.0	0.0	0.05	0.12	0.07	0.0	0.0	0.0	1.0	1.0	0.0
ENSDARG00000067828|ENSDART00000003907	50	no	yes	0.02	0.48	0.46	0.0	0.0	0.0	1.0	1.0	0.0	0.37	0.01	-0.36	0.0	0.01	0.01	0.75	0.92	0.16
ENSDARG00000005626|ENSDART00000003097	-25	yes	yes	0.35	0.36	0.01	-0.06	0.0	0.06	1.0	1.0	0.0	0.09	0.31	0.22	0.0	0.03	0.03	0.97	0.97	-0.01
ENSDARG00000004789|ENSDART00000004416	38	no	yes	0.08	0.13	0.05	0.0	-1.54	-1.54	0.5	1.0	0.5	0.37	0.01	-0.36	0.0	0.01	0.01	0.96	0.93	-0.03
ENSDARG00000005616|ENSDART00000003508	0	no	no	0.02	0.02	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.39	0.39	0.0	0.0	0.0	-0.0	1.0	0.98	-0.02
ENSDARG00000019782|ENSDART00000004619	-12	yes	yes	0.34	0.14	-0.2	0.0	-0.07	-0.07	1.0	1.0	0.0	0.08	0.15	0.07	0.02	0.0	-0.02	1.0	0.97	-0.03
ENSDARG00000009899|ENSDART00000003548	13	no	no	0.1	0.25	0.15	0.0	0.0	0.0	1.0	1.0	0.0	0.17	0.04	-0.13	0.0	0.0	0.0	0.99	1.0	0.01
ENSDARG00000030250|ENSDART00000003325	0	yes	yes	0.46	0.48	0.02	0.03	0.04	0.01	1.0	1.0	0.0	0.1	0.15	0.05	0.01	0.01	0.0	0.85	0.87	0.02
ENSDARG00000004932|ENSDART00000003736	0	yes	yes	0.46	0.47	0.01	-0.37	-0.35	0.02	1.0	1.0	0.0	0.12	0.12	-0.0	0.0	0.02	0.02	0.99	1.0	0.01
ENSDARG00000033824|ENSDART00000003347	0	no	no	0.16	0.13	-0.03	-0.45	0.0	0.45	1.0	1.0	0.0	0.76	0.79	0.03	0.0	0.0	0.0	0.93	0.95	0.02
ENSDARG00000016056|ENSDART00000003130	0	yes	no	0.11	0.27	0.16	-0.02	-0.09	-0.07	1.0	1.0	0.0	0.02	0.09	0.08	0.01	0.02	0.01	1.0	0.89	-0.11
ENSDARG00000005916|ENSDART00000004279	25	yes	yes	0.34	0.2	-0.14	0.0	0.0	0.0	1.0	1.0	0.0	0.25	0.2	-0.05	0.02	0.01	-0.0	1.0	1.0	0.0
ENSDARG00000022858|ENSDART00000003156	25	no	yes	0.17	0.21	0.04	0.0	0.0	0.0	1.0	1.0	0.0	0.03	0.0	-0.03	0.0	0.0	0.0	1.0	0.98	-0.02
ENSDARG00000019917|ENSDART00000004431	-13	yes	no	0.08	0.08	0.0	0.0	-0.12	-0.12	1.0	1.0	0.0	0.31	0.28	-0.03	0.01	0.0	-0.01	0.89	0.95	0.06
ENSDARG00000009477|ENSDART00000004331	0	no	yes	0.28	0.08	-0.2	0.0	0.0	0.0	1.0	1.0	0.0	0.1	0.0	-0.1	0.06	0.06	0.0	0.89	1.0	0.11
ENSDARG00000010008|ENSDART00000003745	0	no	no	0.27	0.27	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.97	0.96	-0.01
ENSDARG00000075827|ENSDART00000003463	0	yes	yes	0.23	0.28	0.05	-0.07	-0.04	0.04	1.0	1.0	0.0	0.03	0.02	0.0	0.0	0.0	-0.0	0.99	1.0	0.01
ENSDARG00000070529|ENSDART00000004002	25	no	no	0.07	0.07	0.0	-0.49	-0.56	-0.06	1.0	1.0	0.0	0.41	0.08	-0.33	0.0	0.0	0.0	1.0	1.0	0.0
ENSDARG00000073905|ENSDART00000004689	0	yes	yes	0.33	0.27	-0.06	-0.48	-0.45	0.03	1.0	1.0	0.0	0.03	0.03	-0.0	0.01	0.02	0.0	0.88	0.91	0.03
ENSDARG00000034871|ENSDART00000003293	0	no	no	0.02	0.01	-0.01	0.0	0.03	0.03	1.0	1.0	0.0	0.36	0.41	0.05	0.0	0.0	0.0	0.97	0.87	-0.1
ENSDARG00000079535|ENSDART00000003955	50	no	yes	0.02	0.38	0.36	0.0	-0.02	-0.02	1.0	1.0	0.0	0.44	0.01	-0.43	0.0	0.0	0.0	0.7	1.0	0.3
ENSDARG00000014022|ENSDART00000003603	0	no	no	0.1	0.03	-0.07	-3.11	0.0	3.11	1.0	1.0	0.0	0.08	0.17	0.09	0.03	0.01	-0.02	0.99	0.96	-0.03
ENSDARG00000003769|ENSDART00000004365	0	no	no	0.12	0.14	0.02	0.06	0.07	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.05	0.12	0.07	1.0	1.0	0.0
ENSDARG00000077300|ENSDART00000003375	-25	yes	yes	0.17	0.11	-0.06	-1.08	-2.61	-1.53	1.0	1.0	0.0	0.14	0.22	0.08	0.0	0.0	0.0	1.0	1.0	0.0
ENSDARG00000003836|ENSDART00000004666	25	no	yes	0.02	0.4	0.38	0.0	0.0	0.0	1.0	1.0	0.0	0.27	0.01	-0.27	0.0	0.7	0.7	0.9	1.0	0.1
