Id	Score_Difference	Len_cluster_v1	Len_cluster_v2	Len_rank_v1	Len_rank_v2	Len_rank_dif	Merge_v1	Merge_v2	Merge_dif	Dup_v1	Dup_v2	Dup_dif	MA_gaps_v1	MA_gaps_v2	MA_gaps_dif	MA_extra_v1	MA_extra_v2	MA_extra_dif	MA_conserv_v1	MA_conserv_v2	MA_conserv_dif
ENSMUSP00000001108	13	no	no	0.08	0.22	0.14	-2.31	-1.47	0.84	1.0	1.0	0.0	0.03	0.15	0.13	0.04	0.04	-0.0	0.99	0.92	-0.07
ENSMUSP00000001112	0	yes	yes	0.44	0.45	0.01	-0.46	-0.45	0.01	1.0	1.0	0.0	0.03	0.03	0.0	0.0	0.0	0.0	0.97	0.98	0.01
ENSMUSP00000001115	0	yes	yes	0.44	0.47	0.03	-0.41	-0.4	0.01	1.0	1.0	0.0	0.04	0.01	-0.03	0.0	0.0	0.0	1.0	1.0	0.0
ENSMUSP00000001125	0	yes	yes	0.48	0.43	-0.05	-2.17	-2.34	-0.17	1.0	1.0	0.0	0.03	0.03	0.0	0.0	0.01	0.01	1.0	1.0	0.0
ENSMUSP00000001147	0	yes	yes	0.45	0.44	-0.01	0.0	0.0	0.0	0.5	0.5	0.0	0.37	0.37	-0.01	0.01	0.01	0.0	0.99	1.0	0.01
ENSMUSP00000001148	13	no	no	0.04	0.29	0.25	-0.56	-0.65	-0.1	1.0	1.0	0.0	0.1	0.05	-0.05	0.01	0.02	0.01	0.97	1.0	0.03
ENSMUSP00000001155	0	yes	yes	0.42	0.43	0.01	-0.07	-0.07	0.0	1.0	1.0	0.0	0.07	0.07	0.01	0.0	0.0	0.0	0.98	1.0	0.02
ENSMUSP00000001156	-25	no	no	0.03	0.06	0.03	0.0	0.0	0.0	0.06	0.03	-0.03	0.15	0.15	0.0	0.0	0.0	0.0	0.98	0.86	-0.12
ENSMUSP00000001166	13	yes	no	0.39	0.21	-0.18	-8.66	-0.67	7.99	1.0	1.0	0.0	0.42	0.11	-0.31	0.01	0.02	0.01	0.74	0.96	0.22
ENSMUSP00000001179	25	no	no	0.4	0.3	-0.1	-0.11	-0.76	-0.65	1.0	1.0	0.0	0.25	0.08	-0.17	0.09	0.15	0.05	1.0	0.83	-0.17
ENSMUSP00000001181	0	yes	yes	0.49	0.49	0.0	0.0	0.0	0.0	0.13	0.13	0.0	0.02	0.03	0.01	0.0	0.0	0.0	0.97	1.0	0.03
ENSMUSP00000001187	-12	yes	yes	0.42	0.18	-0.24	0.0	0.0	0.0	1.0	1.0	0.0	0.36	0.37	0.01	0.0	0.0	0.0	1.0	0.99	-0.01
ENSMUSP00000001202	0	yes	yes	0.47	0.44	-0.03	0.04	0.08	0.04	1.0	1.0	0.0	0.35	0.36	0.01	0.0	0.0	0.0	1.0	0.96	-0.04
ENSMUSP00000001204	-38	yes	no	0.08	0.05	-0.03	0.0	0.0	0.0	1.0	1.0	0.0	0.01	0.0	-0.01	0.0	0.24	0.24	0.99	1.0	0.01
ENSMUSP00000001226	12	yes	yes	0.15	0.22	0.07	0.0	0.0	0.0	1.0	1.0	0.0	0.15	0.12	-0.03	0.01	0.01	0.0	0.96	0.98	0.01
ENSMUSP00000001247	0	yes	yes	0.44	0.45	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.34	0.33	-0.01	0.04	0.04	0.0	0.89	1.0	0.11
ENSMUSP00000001253	-12	yes	yes	0.32	0.19	-0.13	-0.7	-0.74	-0.04	1.0	1.0	0.0	0.04	0.01	-0.02	0.01	0.02	0.01	0.97	1.0	0.03
ENSMUSP00000001279	12	yes	yes	0.15	0.21	0.06	-0.73	-0.56	0.17	1.0	1.0	0.0	0.05	0.09	0.04	0.09	0.09	0.0	1.0	0.95	-0.05
ENSMUSP00000001280	38	no	no	0.17	0.23	0.06	0.42	-0.87	-1.3	1.0	1.0	0.0	0.11	0.03	-0.08	0.0	0.01	0.01	1.0	1.0	0.0
ENSMUSP00000001284	-38	yes	no	0.2	0.0	-0.2	-0.11	0.0	0.11	1.0	1.0	0.0	-	-	-	-	-	-
ENSMUSP00000001304	0	no	no	0.19	0.19	0.0	-0.16	-0.18	-0.01	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.98	0.0
ENSMUSP00000001331	0	yes	yes	0.42	0.29	-0.13	-0.59	-0.53	0.06	1.0	1.0	0.0	0.0	0.14	0.14	0.07	0.0	-0.07	1.0	0.9	-0.1
ENSMUSP00000001335	-38	no	no	0.38	0.0	-0.38	-0.24	0.38	0.62	1.0	1.0	0.0	0.0	0.22	0.22	0.01	0.0	-0.01	1.0	1.0	0.0
ENSMUSP00000001402	0	yes	yes	0.44	0.37	-0.07	-0.89	-0.9	-0.01	1.0	1.0	0.0	0.0	0.01	0.0	0.01	0.0	-0.0	1.0	1.0	0.0
ENSMUSP00000001412	38	no	no	0.14	0.23	0.09	-0.18	0.0	0.18	1.0	1.0	0.0	-	-	-	-	-	-
ENSMUSP00000001415	0	no	no	0.18	0.18	0.0	-0.65	-0.65	0.0	1.0	1.0	0.0	0.11	0.11	0.0	0.0	0.0	0.0	1.0	1.0	0.0
ENSMUSP00000001419	0	no	no	0.06	0.13	0.07	-0.18	-0.16	0.02	1.0	1.0	0.0	0.23	0.17	-0.07	0.0	0.0	0.0	1.0	0.0	-1.0
ENSMUSP00000001439	12	no	yes	0.4	0.47	0.07	-0.25	0.0	0.25	1.0	1.0	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.98	0.98	0.0
ENSMUSP00000001451	37	yes	yes	0.13	0.47	0.34	0.0	-0.15	-0.16	1.0	1.0	0.0	0.23	0.15	-0.08	0.0	0.11	0.11	1.0	1.0	0.0
ENSMUSP00000001454	-25	yes	no	0.36	0.09	-0.27	-0.86	-1.64	-0.79	1.0	1.0	0.0	0.01	0.04	0.02	0.0	0.0	0.0	1.0	1.0	0.0
ENSMUSP00000001455	0	no	no	0.03	0.05	0.02	0.0	0.0	0.0	1.0	1.0	0.0	0.04	0.05	0.01	0.03	0.05	0.02	1.0	1.0	0.0
ENSMUSP00000001520	0	yes	no	0.49	0.1	-0.39	0.0	0.0	0.0	1.0	1.0	0.0	0.2	0.08	-0.12	0.01	0.03	0.02	0.98	0.98	0.0
ENSMUSP00000001522	0	yes	yes	0.08	0.11	0.03	-0.53	-0.58	-0.05	1.0	1.0	0.0	0.05	0.0	-0.05	0.0	0.01	0.01	0.98	0.98	0.0
ENSMUSP00000001534	0	yes	yes	0.46	0.5	0.04	0.0	-0.99	-0.99	1.0	1.0	0.0	0.04	0.04	0.0	0.0	0.0	0.0	1.0	1.0	0.0
ENSMUSP00000001538	50	no	no	0.32	0.23	-0.09	0.89	-80.56	-81.44	1.0	1.0	0.0	0.18	0.0	-0.18	0.27	0.0	-0.27	0.75	1.0	0.24
ENSMUSP00000001548	0	yes	yes	0.48	0.49	0.01	-0.36	-0.37	-0.01	1.0	1.0	0.0	0.1	0.06	-0.04	0.0	0.01	0.01	1.0	1.0	0.0
ENSMUSP00000001559	-25	yes	yes	0.3	0.38	0.08	-0.35	-0.35	0.0	1.0	1.0	0.0	-	-	-	-	-	-
ENSMUSP00000001583	38	no	yes	0.0	0.09	0.09	0.0	-0.01	-0.01	1.0	1.0	0.0	0.53	0.03	-0.51	0.03	0.09	0.06	0.77	1.0	0.23
ENSMUSP00000001608	-25	no	no	0.12	0.12	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.17	0.15	-0.03	0.1	0.2	0.1	1.0	1.0	0.0
ENSMUSP00000001611	50	no	yes	0.19	0.33	0.14	0.0	0.0	0.0	1.0	1.0	0.0	0.57	0.2	-0.37	0.0	0.1	0.1	0.44	1.0	0.56
ENSMUSP00000001620	0	no	no	0.07	0.2	0.13	0.0	0.0	0.0	1.0	1.0	0.0	0.19	0.0	-0.19	0.0	0.0	0.0	1.0	1.0	0.0
ENSMUSP00000001675	0	yes	yes	0.24	0.2	-0.04	-0.31	-0.32	0.0	1.0	1.0	0.0	0.01	0.02	0.01	0.01	0.0	-0.01	1.0	0.99	-0.01
ENSMUSP00000001701	38	no	no	0.0	0.35	0.35	0.0	-0.01	-0.01	1.0	1.0	0.0	0.64	0.04	-0.6	0.0	0.06	0.06	0.57	1.0	0.43
ENSMUSP00000001712	-25	yes	no	0.43	0.05	-0.38	-1.2	0.0	1.2	1.0	1.0	0.0	-	-	-	-	-	-
ENSMUSP00000001806	0	no	no	0.0	0.01	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.61	0.61	0.0	1.0	1.0	0.0
ENSMUSP00000001826	38	no	no	0.06	0.28	0.22	-0.21	-0.82	-0.61	1.0	1.0	0.0	0.65	0.0	-0.65	0.0	0.04	0.04	0.43	1.0	0.57
ENSMUSP00000001867	0	no	no	0.02	0.02	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.02	0.0	0.12	0.12	0.0	1.0	1.0	0.0
ENSMUSP00000001878	0	yes	yes	0.49	0.41	-0.08	0.0	0.0	0.0	1.0	1.0	0.0	0.02	0.07	0.05	0.04	0.02	-0.02	1.0	1.0	0.0
ENSMUSP00000001927	13	yes	no	0.25	0.26	0.01	0.0	0.0	0.0	0.5	0.13	-0.38	0.57	0.09	-0.48	0.0	0.02	0.02	0.54	0.99	0.45
ENSMUSP00000001964	0	yes	yes	0.35	0.38	0.03	-0.49	-0.58	-0.09	1.0	1.0	0.0	0.4	0.4	0.0	0.0	0.0	0.0	0.97	0.99	0.02
ENSMUSP00000001965	-13	yes	yes	0.19	0.22	0.03	-0.52	-0.46	0.06	1.0	1.0	0.0	0.19	0.22	0.03	0.01	0.04	0.03	1.0	0.57	-0.43
ENSMUSP00000001974	0	no	no	0.08	0.06	-0.02	-0.54	-0.64	-0.1	1.0	1.0	0.0	0.02	0.01	-0.01	0.07	0.13	0.06	1.0	1.0	0.0
ENSMUSP00000001995	-13	no	no	0.2	0.19	-0.01	-0.57	-0.56	0.01	0.02	0.01	-0.01	0.01	0.04	0.02	0.0	0.04	0.04	1.0	1.0	0.0
ENSMUSP00000002044	0	yes	yes	0.34	0.34	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.18	0.18	0.0	0.01	0.01	0.0	0.99	1.0	0.01
ENSMUSP00000002048	25	no	no	0.0	0.01	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.28	0.05	-0.23	0.18	0.2	0.02	0.87	1.0	0.13
ENSMUSP00000002063	0	no	no	0.07	0.07	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.05	0.06	0.01	0.18	0.2	0.02	1.0	1.0	0.0
ENSMUSP00000002064	-25	yes	no	0.2	0.02	-0.18	0.0	0.0	0.0	1.0	1.0	0.0	0.17	0.19	0.03	0.07	0.02	-0.06	1.0	1.0	0.0
ENSMUSP00000002073	0	no	no	0.22	0.23	0.01	-0.07	-0.07	0.0	0.25	0.25	0.0	0.03	0.03	0.0	0.01	0.0	-0.01	1.0	1.0	0.0
ENSMUSP00000002079	0	yes	yes	0.14	0.08	-0.06	-0.78	-0.81	-0.03	1.0	1.0	0.0	0.05	0.05	0.0	0.01	0.01	0.0	1.0	1.0	0.0
ENSMUSP00000002080	0	yes	yes	0.33	0.45	0.12	0.0	-2.39	-2.39	1.0	1.0	0.0	0.27	0.22	-0.06	0.01	0.01	0.0	0.94	1.0	0.06
ENSMUSP00000002095	0	no	no	0.05	0.05	0.0	0.02	0.02	0.0	0.13	0.06	-0.06	0.27	0.25	-0.01	0.06	0.06	0.0	0.99	0.99	0.0
ENSMUSP00000002121	12	no	no	0.34	0.07	-0.27	-0.2	0.0	0.2	1.0	1.0	0.0	0.27	0.04	-0.23	0.02	0.1	0.09	0.81	0.99	0.19
ENSMUSP00000002133	0	no	no	0.0	0.14	0.14	-0.83	-0.77	0.06	1.0	1.0	0.0	0.03	0.01	-0.02	0.0	0.0	0.0	0.97	1.0	0.03
ENSMUSP00000002171	-12	yes	no	0.49	0.48	-0.01	-0.02	0.04	0.06	1.0	1.0	0.0	0.0	0.02	0.02	0.03	0.07	0.05	1.0	0.97	-0.03
ENSMUSP00000002176	0	yes	yes	0.43	0.49	0.06	-0.72	-2.17	-1.46	1.0	1.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	1.0	1.0	0.0
ENSMUSP00000002198	25	no	no	0.44	0.28	-0.16	0.0	0.28	0.28	1.0	0.25	-0.75	0.53	0.01	-0.52	0.01	0.0	-0.01	0.79	1.0	0.21
ENSMUSP00000002284	0	no	no	0.4	0.42	0.02	-0.16	-0.16	0.0	1.0	1.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.96	0.96	0.0
ENSMUSP00000002289	38	no	yes	0.0	0.19	0.19	0.0	0.0	0.0	1.0	1.0	0.0	0.61	0.0	-0.6	0.0	0.0	0.0	0.36	1.0	0.64
ENSMUSP00000002291	13	no	yes	0.13	0.19	0.06	-0.29	0.04	0.34	1.0	0.5	-0.5	0.71	0.48	-0.23	0.0	0.02	0.02	0.24	1.0	0.76
ENSMUSP00000002292	38	no	yes	0.02	0.13	0.11	0.0	0.0	0.0	1.0	1.0	0.0	0.62	0.06	-0.57	0.0	0.0	0.0	0.37	1.0	0.63
ENSMUSP00000002297	0	yes	yes	0.45	0.47	0.02	-0.05	-0.05	0.0	1.0	1.0	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.99	0.99	0.0
ENSMUSP00000002298	25	yes	no	0.13	0.24	0.11	-0.44	-0.16	0.28	1.0	1.0	0.0	0.27	0.07	-0.2	0.0	0.06	0.06	1.0	1.0	0.0
ENSMUSP00000002305	13	yes	no	0.47	0.34	-0.13	-0.06	-1.36	-1.3	1.0	1.0	0.0	0.46	0.12	-0.33	0.02	0.04	0.02	0.97	0.99	0.02
ENSMUSP00000002320	0	yes	yes	0.47	0.33	-0.14	-0.04	-0.08	-0.03	1.0	1.0	0.0	0.03	0.04	0.01	0.02	0.0	-0.02	1.0	1.0	0.0
ENSMUSP00000002336	-12	yes	no	0.37	0.38	0.01	0.0	0.0	0.0	1.0	1.0	0.0	0.09	0.09	0.0	0.08	0.08	0.0	0.79	0.79	0.0
ENSMUSP00000002344	0	yes	yes	0.31	0.47	0.16	-0.31	-0.23	0.08	1.0	1.0	0.0	0.08	0.04	-0.03	0.01	0.01	0.0	1.0	1.0	0.0
ENSMUSP00000002368	0	yes	yes	0.43	0.5	0.07	-0.61	-0.61	0.0	1.0	1.0	0.0	0.03	0.03	0.0	0.0	0.0	0.0	1.0	1.0	0.0
ENSMUSP00000002412	0	no	no	0.26	0.26	0.0	0.05	0.05	0.0	1.0	1.0	0.0	0.56	0.55	-0.01	0.0	0.0	0.0	1.0	1.0	0.0
ENSMUSP00000002413	0	yes	yes	0.06	0.14	0.08	-0.07	-0.14	-0.07	1.0	1.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.8	0.8	0.0
ENSMUSP00000002436	0	yes	yes	0.29	0.31	0.02	-0.13	0.02	0.15	1.0	1.0	0.0	0.06	0.06	0.0	0.05	0.05	0.0	0.97	1.0	0.03
ENSMUSP00000002444	0	yes	yes	0.24	0.38	0.14	-0.79	-0.75	0.04	1.0	1.0	0.0	0.05	0.02	-0.03	0.0	0.0	0.0	1.0	0.99	-0.01
ENSMUSP00000002445	25	yes	yes	0.34	0.39	0.05	0.0	0.0	0.0	1.0	1.0	0.0	0.22	0.03	-0.19	0.02	0.05	0.03	1.0	1.0	0.0
ENSMUSP00000002456	0	no	no	0.43	0.33	-0.1	0.31	0.0	-0.31	1.0	1.0	0.0	-	-	-	-	-	-
ENSMUSP00000002473	-13	no	yes	0.2	0.4	0.2	-1.15	1.09	2.24	1.0	1.0	0.0	0.0	0.0	0.0	0.05	0.0	-0.05	0.97	0.89	-0.08
